"Anonymous" "EBronte_Wuthering" "Eliot_Adam" "Eliot_Middlemarch" "Eliot_Mill" "Fielding_Joseph" "Fielding_Tom" "Richardson_Clarissa" "Richardson_Pamela" "Sterne_Sentimental" "Sterne_Tristram" "Thackeray_Barry" "Thackeray_Pendennis" "Thackeray_Vanity" "Trollope_Barchester" "Trollope_Phineas" "Trollope_Prime"
"should" 0.248872752825438 0.211815351896476 0.173895301117103 0.240312877943047 0.1967386598682 0.202378864924893 0.200712687970734 0.265880896126298 0.285403456704705 0.176578786020846 0.147454801897679 0.141084627262253 0.14214960543652 0.111606776500865 0.286091215584389 0.380654847662233 0.427351934190623
"who" 0.133220120630087 0.13120546089134 0.225368310247766 0.326071591248213 0.248208187021983 0.525308317259922 0.411475367470762 0.290522505658252 0.234422296974359 0.225628448804414 0.190729580715476 0.474201108298128 0.446675637636496 0.44511408510345 0.253741678839865 0.286249412335644 0.297594911268058
"did" 0.200562159629912 0.206670039704659 0.0899618357779148 0.167119543876734 0.12554716436577 0.158542287684844 0.14500702063694 0.10508921712157 0.129728843956684 0.110361741263029 0.127687310338932 0.1614635178668 0.164623851355337 0.161829825926254 0.302265983956652 0.261605423194164 0.268329060989327
"never" 0.187386543303859 0.155216917786487 0.172040417905188 0.170889157648389 0.18230795132041 0.168770822374189 0.18836555552046 0.121240860344196 0.122901010064227 0.100551808706315 0.149591828012138 0.170869159684284 0.131755266699067 0.148699616926152 0.142034684768928 0.187294317475242 0.189699125903098
"well" 0.238625051238508 0.113196868219979 0.18409715878264 0.150156281904283 0.181345904083891 0.150505581857502 0.200999830585857 0.152715857393415 0.284493078852378 0.103004291845494 0.13302987562508 0.105029666961899 0.115180510333939 0.0876441450756792 0.181460682676318 0.15355100926614 0.171363894403171
"how" 0.180066756456052 0.196379415321025 0.108974388700051 0.111517740744813 0.0957237000336717 0.0905955929627681 0.0821227879250788 0.200653106188771 0.238291402846752 0.125076640098099 0.129824336453391 0.105029666961899 0.173613549722864 0.213694151476656 0.155682145583025 0.147484796554391 0.133283028980244
"time" 0.207881946477719 0.103763795868314 0.128914383228146 0.121570044135895 0.115445668382318 0.121281197030803 0.151324158169638 0.154268900010975 0.132687571976749 0.181483752299203 0.180044450143181 0.149706465594946 0.117708862999806 0.107995969025837 0.0970486102335738 0.109191828811477 0.151970861085939
"into" 0.133220120630087 0.234111704727684 0.19290785403924 0.198847126454835 0.193852518158642 0.194342159097551 0.190088411211196 0.159549244910679 0.12563214362121 0.338442673206622 0.303457708253195 0.172436766653865 0.178670255054598 0.189403264826468 0.160231299187723 0.138764615781252 0.153028662903243
"miss" 0.266440241260175 0.110624212124071 0.032460456208526 0.0490049790315234 0.0745586608302468 0.0131509731720147 0.0333085433542277 0.234198826728071 0.0942241077159075 0 0.00106851305722956 0.039973977724305 0.184569744608288 0.344996241477674 0.107157840466238 0.0830312864920608 0.00423120726921409
"must" 0.18885050067342 0.160362229978304 0.184560879585619 0.177800116229758 0.178459762374333 0.117628148927465 0.169988428152611 0.237719056661207 0.20460742231063 0.0980993255671367 0.106851305722956 0.0862183833269323 0.102257818930619 0.107995969025837 0.149616607443426 0.16682084957309 0.180178909547367
"has" 0.0673420389998243 0.141496085274974 0.129378104031125 0.185967612735012 0.0986098417432296 0.0328774329300368 0.00689142276294367 0.297977110222541 0.262416415933433 0.120171673819742 0.191263837244091 0.129327574990398 0.205639350157179 0.144104043776117 0.179438836629785 0.208526061966363 0.244704820402881
"about" 0.20934590384728 0.135493221051187 0.251800396017566 0.264501232977838 0.207321179469912 0.0810976678940908 0.0689142276294367 0.0746495818173912 0.102645102849938 0.161863887185776 0.14531777578322 0.122273343627286 0.241317215553302 0.213365896251654 0.191569912908982 0.239994540408559 0.280317481585433
"like" 0.196170287521227 0.132063012923309 0.299099917921418 0.210470102250774 0.261195824714994 0.0767140101700859 0.0683399423991914 0.0700939901392147 0.0878514627496142 0.076026977314531 0.127687310338932 0.0932726146900449 0.153386728395929 0.116858860100906 0.0828956879078443 0.115258041523226 0.139629839884065
"think" 0.174210926977806 0.096903379612558 0.184560879585619 0.172459830053246 0.164510077444803 0.0840201063767608 0.124332752348109 0.215769387666357 0.22372535720951 0.0564071122011036 0.0822755054066761 0.077596544994239 0.10338153122656 0.0735291704005698 0.130914531512998 0.252506104126541 0.296537109450754
"before" 0.142003864847456 0.132063012923309 0.17111297629923 0.151098685347197 0.150079368897013 0.154158629960839 0.163958433235035 0.133251056586661 0.134280733218322 0.159411404046597 0.151194597597983 0.118354326203334 0.125574849071392 0.136882428826061 0.128387223954832 0.158100668799951 0.150913059268636
"upon" 0.175674884347368 0.0171510406393908 0.0510092883276837 0.0417798859691834 0.0500264562990043 0.0796364486527559 0.211624107345395 0.414765915063064 0.288589779187852 0.529736358062538 0.586613668419028 0.170085356199494 0.176422830462717 0.165440633401282 0.0834011494194775 0.131940126480535 0.110716590211102
"say" 0.134684077999649 0.0917580674207407 0.137261357681767 0.161779257700221 0.140939920150079 0.0935180314454381 0.110262764207099 0.203137974376868 0.230098002175803 0.0956468424279583 0.143180749668761 0.120705736657705 0.126417633293348 0.117187115325908 0.140518300234029 0.213833998089143 0.221433180422204
"see" 0.22984130702114 0.1492140535627 0.231396680686492 0.157067240485652 0.18230795132041 0.0876731544800982 0.0887270680728998 0.198996527396707 0.23214635234354 0.112814224402207 0.0929606359789717 0.0838669728725614 0.137935684326742 0.12769128252599 0.0970486102335738 0.134594094541925 0.131167425345637
"only" 0.200562159629912 0.126917700731492 0.148390656953262 0.16146512321925 0.172206455336957 0.120550587410135 0.157067010472091 0.131594477794597 0.118121526339507 0.0956468424279583 0.0924263794503569 0.122273343627286 0.112652157668072 0.12769128252599 0.106146917442971 0.127011328652239 0.13716163564369
"good" 0.139075950108333 0.0823249950690758 0.153955306589009 0.169004350762561 0.144788109096157 0.164387164650184 0.194682693053159 0.154268900010975 0.343212450327508 0.176578786020846 0.137303927853998 0.119138129688125 0.179793967350539 0.163471102051267 0.127881762443199 0.10767527563354 0.11917900474953
"too" 0.222521520173333 0.116627076347857 0.150245540165177 0.134763692336689 0.138053778440521 0.106669004617453 0.10710419544075 0.142465776117518 0.208021339256859 0.0882893930104231 0.0988374577937342 0.101110649537948 0.134564547438919 0.123095709375954 0.116761609187268 0.092130605559684 0.0976703677976919
"can" 0.121508461673596 0.114911972283918 0.162766001845609 0.140103978513201 0.15440858146135 0.124203635513472 0.170562713382856 0.235441260822119 0.249898720463929 0.112814224402207 0.123413258110014 0.0870021868117226 0.0733222273101418 0.0603989614004681 0.1248489933734 0.156584115622014 0.169248290768564
"own" 0.15664343854307 0.100333587740436 0.150709260968156 0.163035795624107 0.142382991004858 0.163656555029517 0.17860270660629 0.248693891158632 0.179572031371621 0.147148988350705 0.115399410180792 0.130111378475189 0.146082598472313 0.129660813876005 0.213810219420842 0.166062572984122 0.204508351345348
