"Anonymous" "EBronte_Wuthering" "Eliot_Adam" "Eliot_Middlemarch" "Eliot_Mill" "Fielding_Joseph" "Fielding_Tom" "Richardson_Clarissa" "Richardson_Pamela" "Sterne_Sentimental" "Sterne_Tristram" "Thackeray_Barry" "Thackeray_Pendennis" "Thackeray_Vanity" "Trollope_Barchester" "Trollope_Phineas" "Trollope_Prime"
"elton" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"likely" 0.029279147391228 0.011148176415604 0.024577202557884 0.0301569101732452 0.0327096060416566 0.0102285346893448 0.00947570629904755 0.0127349494639932 0.00864858959711228 0.0171673819742489 0.00961661751506603 0.0156760696958059 0.0241598143627287 0.0147714851251145 0.00960376872103074 0.00834104247865451 0.0095202163557317
"met" 0.014639573695614 0.0120057284475736 0.0129841824834104 0.0160208585295365 0.0187599211121266 0.0219182886200246 0.0175156995224818 0.0186365114107218 0.0152488290264874 0.0245248313917842 0.00694533487199214 0.0211626940893379 0.0264072389546105 0.0262604180002035 0.0166802298838955 0.0193360530186991 0.0165722284710885
"letters" 0.0131756163260526 0.00771796828772586 0.00556464963574731 0.0084816309862252 0.00288614170955794 0.0094979250686773 0.00430713922683979 0.0562201427556774 0.0282217134221559 0.00245248313917842 0.00320553917168868 0.0478120125722079 0.0345541531001818 0.0213365896251654 0.0161747683722623 0.00796190418417022 0.0116358199903387
"de" 0 0 0.000927441605957885 0.00596855513845477 0.000481023618259657 0.00219182886200245 0.0114857046049061 0.00113889791954411 0.00136556677849141 0.289393010423053 0.0715903748343805 0.0924888112052546 0.0160129002171574 0.0298712254752315 0.0242621525583934 0.0132698403069504 0.00810981393266034
"dead" 0.00731978684780699 0.0343020812787816 0.0217948777400103 0.0100523033910817 0.0120255904564914 0.0102285346893448 0.0126342750653967 0.00641924281924862 0.00568986157704755 0.0220723482526058 0.0133564132153695 0.018811283634967 0.0126417633293348 0.0124736985500967 0.0136474608140963 0.00492879782829585 0.00705201211535681
"followed" 0.0117116589564912 0.0197236967352994 0.015766507301284 0.00973816891011042 0.00913944874693347 0.00876731544800982 0.00545570968733041 0.00859350248383283 0.00910377852327609 0.0220723482526058 0.00961661751506603 0.0180274801501767 0.0137654756252757 0.0203518239501577 0.0116256147675635 0.00872018077313881 0.00669941150958897
"honour" 0.00731978684780699 0.00600286422378678 0.0143753448923472 0 0 0.0357998714127068 0.142997022331081 0.0688515560451666 0.0912653796958428 0.076026977314531 0.137303927853998 0.0548662439353205 0.0435438514677087 0.0351233090752722 0.0181966144187951 0.0163029466628247 0.0232716399806775
"particular" 0.0234233179129824 0.0042877601598477 0.00927441605957885 0.0194763378202208 0.0206840155851652 0.0197264597580221 0.0155057012166233 0.0239168563104263 0.0157040179526512 0.00490496627835684 0.0192332350301321 0.0101894453022738 0.0106752668114383 0.00754987017505851 0.00556007662796516 0.00796190418417022 0.00705201211535681
"rochester" 0 0 0 0 0 0 0.000574285230245306 0.00010353617450401 0 0 0.00160276958584434 0 0.000561856147970435 0.000328255225002544 0 0.000379138294484296 0
"talking" 0.0190314458042982 0.0120057284475736 0.0185488321191577 0.0160208585295365 0.0163548030208283 0.00511426734467239 0.00258428353610388 0.00341669375863233 0.00796580620786658 0.00245248313917842 0.0106851305722956 0.00783803484790293 0.0202268213269357 0.0141149746751094 0.0121310762791967 0.0193360530186991 0.0116358199903387
"duty" 0.0351349768694736 0.011148176415604 0.0139116240893683 0.0169632619724504 0.0110635432199721 0.0219182886200246 0.0169414142922365 0.0282653756395947 0.0377806808715958 0 0.00480830875753302 0.0148922662110156 0.01292269140332 0.0256039075501984 0.0272949216281926 0.0337433082091024 0.0324392557306413
"real" 0.0117116589564912 0.0085755203196954 0.0111292992714946 0.00659682410039738 0.0115445668382318 0.00657548658600736 0.013208560295642 0.00797228543680877 0.00409670033547424 0.00735744941753525 0.00480830875753302 0.0117570522718544 0.00842784221955653 0.00754987017505851 0.00808738418613115 0.0193360530186991 0.0197456339229991
"second" 0.00878374421736839 0.0171510406393908 0.0115930200744736 0.0179056654153643 0.0110635432199721 0.0270325559646969 0.0195256978283404 0.0122172685914732 0.0125176954695046 0.0416922133660331 0.0416720092319528 0.0203788906045476 0.0213505336228765 0.0160845060251247 0.0202184604653279 0.0227482976690578 0.0186878321056956
"appearance" 0.0175674884347368 0.0145783845434822 0.00649209124170519 0.00753922754331129 0.0110635432199721 0.0131509731720147 0.0134957029107647 0.0136667750345293 0.0157040179526512 0.00735744941753525 0.00373979570030346 0.0227303010589185 0.0252835266586696 0.0239626314251857 0.0101092302326639 0.00417052123932726 0.00387860666344625
"bright" 0.0307431047607894 0.0120057284475736 0.0190125529221366 0.0100523033910817 0.0115445668382318 0.00292243848266994 0.00229714092098122 0.00144950644305614 0.000455188926163804 0.00735744941753525 0.0026712826430739 0.00705423136311264 0.00786598607158609 0.00492382837503816 0.0106146917442971 0.00682448930071733 0.00458380787498193
"fellow" 0.0117116589564912 0.011148176415604 0.0394162682532101 0.039266810121413 0.0226081100582039 0.0781752294114209 0.0669042293235781 0.0386189930899957 0.0113797231540951 0.0539546290619252 0.0186989785015173 0.0681909031767555 0.0682655219784079 0.033810288175262 0.0106146917442971 0.0219900210800892 0.022213838163374
"lived" 0.00731978684780699 0.0120057284475736 0.0125204616804314 0.0078533620242826 0.0110635432199721 0.0343386521713718 0.0152185586015006 0.00983593657788095 0.00910377852327609 0.00735744941753525 0.00694533487199214 0.0274331219676603 0.0168556844391131 0.0147714851251145 0.0156693068606291 0.0163029466628247 0.0144566248364815
"necessary" 0.00585582947824559 0.00600286422378678 0.00881069525659991 0.0194763378202208 0.0076963778921545 0.0146121924133497 0.0218228387493216 0.021017843424314 0.0143384511741598 0.00735744941753525 0.0122879001581399 0.018811283634967 0.00898969836752696 0.011488932875089 0.0374041518608566 0.0238857125525107 0.0303236520960343
"write" 0.0131756163260526 0.0120057284475736 0.0129841824834104 0.0166491274914791 0.0187599211121266 0.0146121924133497 0.0111985619897835 0.0707152071862388 0.0498431874149366 0.0269773145309626 0.036329443945805 0.0219464975741282 0.0191031090309948 0.0206800791751603 0.0136474608140963 0.0223691593745735 0.0225664387691418
"liked" 0.021959360543421 0.00686041625575632 0.0222585985429892 0.0226176826299339 0.0206840155851652 0.00511426734467239 0.00430713922683979 0.00465912785268045 0.00409670033547424 0 0.00106851305722956 0.0148922662110156 0.0255644547326548 0.022321355300173 0.0151638453489959 0.0147863934848875 0.0165722284710885
"week" 0.014639573695614 0.0154359365754517 0.0166939489072419 0.00282721032874173 0.016835826639088 0.00438365772400491 0.00516856707220775 0.010871298322921 0.0102417508386856 0.00735744941753525 0.00854810445783647 0.0164598731805962 0.0106752668114383 0.0173975269251348 0.0176911529071619 0.0178194998407619 0.0289132496729629
"step" 0.00878374421736839 0.0171510406393908 0.015766507301284 0.00879576546719651 0.0134686613112704 0.00511426734467239 0.00717856537806632 0.0201895540282819 0.0109245342279313 0.0392397302268547 0.0186989785015173 0.00940564181748352 0.00646134570166 0.00623684927504834 0.0141529223257295 0.00796190418417022 0.00916761574996386
"presence" 0.0248872752825438 0.0240114568951471 0.0227223193459682 0.0197904723011921 0.0197219683486459 0.0160734116546847 0.0134957029107647 0.0221567413438581 0.0184351515096341 0 0.0053425652861478 0.0101894453022738 0.010394338737453 0.0193670582751501 0.00859284569776434 0.010236733951076 0.0119884205961066
"show" 0.036598934239035 0.0291567690869644 0.0194762737251156 0.0251307584777043 0.0259752753860215 0.0102285346893448 0.0146442733712553 0.0194648008067539 0.00159316124157332 0.0171673819742489 0.00160276958584434 0.0219464975741282 0.0188221809570096 0.018710547825145 0.0328549982561578 0.0181986381352462 0.0197456339229991
"tried" 0.0175674884347368 0.0197236967352994 0.0115930200744736 0.0160208585295365 0.0076963778921545 0.00292243848266994 0.00172285569073592 0.00745460456428872 0.00773821174478467 0.0122624156958921 0.00373979570030346 0.00470282090874176 0.0132036194773052 0.0216648448501679 0.0176911529071619 0.0128907020124661 0.0105780181730352
"ill" 0.00731978684780699 0.0325869772148425 0.024113481754905 0.0201046067821634 0.0163548030208283 0.0175346308960196 0.0221099813644443 0.0353058355058674 0.016386801341897 0.0343347639484979 0.0117536436295252 0.013324659241435 0.0179793967350539 0.0180540373751399 0.0166802298838955 0.0106158722455603 0.015514426653785
"book" 0.0263512326521052 0.022296352831208 0.0134479032863893 0.0150784550866226 0.0341526768964356 0.0379917002747092 0.027278548436652 0.00372730228214436 0.011607317617177 0.0147148988350705 0.0523571398042484 0.00862183833269323 0.0252835266586696 0.00886289107506869 0.00606553813959836 0.00379138294484296 0.00846241453842818
"sight" 0.0131756163260526 0.0180085926713603 0.0431260346770416 0.010366437872053 0.0240511809129828 0.0168040212753522 0.0123471324502741 0.0127349494639932 0.016386801341897 0.0220723482526058 0.0106851305722956 0.00940564181748352 0.0151701159952017 0.0154279955751196 0.00606553813959836 0.00454965953381155 0.00246820424037488
"creature" 0.0190314458042982 0.0180085926713603 0.00649209124170519 0.0179056654153643 0.00481023618259657 0.0423753579987141 0.0200999830585857 0.0879022121539045 0.0505259708041823 0.0196198651134273 0.0112193871009104 0.013324659241435 0.0300593039164183 0.0269169284502086 0.0106146917442971 0.00454965953381155 0.00705201211535681
"loved" 0.0204954031738596 0.0197236967352994 0.0185488321191577 0.0109947068339956 0.0158737794025687 0.0197264597580221 0.0109114193746608 0.0163587155716336 0.0170695847311427 0.00980993255671367 0.00641107834337736 0.0148922662110156 0.0179793967350539 0.022321355300173 0.0156693068606291 0.0341224465035866 0.0267976460383559
"sent" 0.014639573695614 0.022296352831208 0.0139116240893683 0.0128795137198235 0.015392755784309 0.024110117482027 0.0244071222854255 0.0372730228214436 0.0273113355698283 0.0318822808093194 0.0106851305722956 0.0431091916634661 0.0213505336228765 0.029542970250229 0.0242621525583934 0.0178194998407619 0.0239768411922132
"ago" 0.00731978684780699 0.0102906243836345 0.024113481754905 0.0150784550866226 0.0226081100582039 0.00876731544800982 0.0111985619897835 0.00900764718184887 0.00546226711396565 0.00490496627835684 0.00961661751506603 0.00627042787832235 0.0106752668114383 0.011488932875089 0.00454915360469877 0.0121324254234975 0.0112832193845709
"tom" 0.0453826784564033 0 0.00417348722681048 0.00251307584777043 0.506517870027418 0.0116897539306798 0.0407742513474167 0.00134597026855213 0.000910377852327609 0 0.0149591828012138 0.000783803484790293 0.0112371229594087 0.0105041672000814 0.00859284569776434 0.000379138294484296 0.000352600605767841
"doctor" 0 0.0180085926713603 0.00185488321191577 0.01445018612468 0.00625330703737554 0.0299549944473669 0.0186642699829724 0.00983593657788095 0.00136556677849141 0 0.0186989785015173 0.0227303010589185 0.0536572621311766 0.0144432299001119 0.0272949216281926 0.0231274359635421 0.00105780181730352
"hold" 0.0204954031738596 0.0334445292468121 0.0250409233608629 0.0157067240485652 0.0269373226225408 0.0277631655853644 0.0169414142922365 0.0215355242968341 0.0182075570465522 0.0392397302268547 0.0390007265888789 0.0195950871197573 0.0137654756252757 0.0170692717001323 0.0146583838373627 0.0128907020124661 0.0148092254422493
"marriage" 0.00585582947824559 0.00171510406393908 0.0106655784685157 0.0490049790315234 0.00962047236519313 0.0153428020340172 0.0195256978283404 0.020810771075306 0.0143384511741598 0.00245248313917842 0.00747959140060692 0.018811283634967 0.0269690951025809 0.029542970250229 0.0156693068606291 0.0189569147242148 0.0394912678459982
"consider" 0.0117116589564912 0.00600286422378678 0.00231860401489471 0.0125653792388522 0.0076963778921545 0.0175346308960196 0.0264171205912841 0.0131490941620093 0.0150212345634055 0.00980993255671367 0.0208360046159764 0.00783803484790293 0.00309020881383739 0.00492382837503816 0.00454915360469877 0.00606621271174874 0.00705201211535681
"death" 0.00878374421736839 0.0394473934705988 0.0301418521936313 0.0179056654153643 0.0202029919669056 0.0211876789993571 0.0178028421376045 0.0282653756395947 0.00955896744943989 0.00980993255671367 0.0341924178313459 0.0305683359068214 0.0137654756252757 0.0164127612501272 0.0156693068606291 0.00417052123932726 0.0133988230191779
"lord" 0.00731978684780699 0.00943307235166494 0.0139116240893683 0.0100523033910817 0.00192409447303863 0.0197264597580221 0.0459428184196245 0.0604651259103418 0.0553054545289022 0.0367872470876763 0.0277813394879685 0.118354326203334 0.0455103479856052 0.0902701868756996 0.0399314594190225 0.331366869379275 0.0655837126728184
"clear" 0.0175674884347368 0.011148176415604 0.0268958065727787 0.0245024895157617 0.0182788974938669 0.00146121924133497 0.00459428184196245 0.010560689799409 0.00432429479855614 0.00490496627835684 0.0117536436295252 0.00470282090874176 0.00898969836752696 0.00853463585006614 0.0161747683722623 0.00834104247865451 0.0116358199903387
"deep" 0.0102477015869298 0.020581248767269 0.0268958065727787 0.0188480688582782 0.0259752753860215 0.00876731544800982 0.00775285060831163 0.00797228543680877 0.00432429479855614 0.00735744941753525 0.00961661751506603 0.00470282090874176 0.00646134570166 0.0052520836000407 0.0141529223257295 0.00341224465035866 0.00493640848074977
"during" 0.0278151900216666 0.0240114568951471 0.00834697445362096 0.0084816309862252 0.0125066140747511 0.024110117482027 0.0229714092098122 0.00082828939603208 0.000455188926163804 0.0122624156958921 0.0122879001581399 0.0352711568155632 0.0337113688782261 0.0472687524003663 0.0146583838373627 0.0333641699146181 0.0313814539133378
"expression" 0.0043918721086842 0.0214388007992385 0.0166939489072419 0.0157067240485652 0.0125066140747511 0.00511426734467239 0.00574285230245306 0.00538388107420852 0.00637264496629326 0.00735744941753525 0.00641107834337736 0.000783803484790293 0.0095515545154974 0.00754987017505851 0.00303276906979918 0.00606621271174874 0.00211560363460704
"hall" 0.0102477015869298 0.0042877601598477 0.0370976642383154 0.00942403442913911 0.00625330703737554 0.00365304810333742 0.00287142615122653 0.00693692369176867 0.00751061728170277 0.00245248313917842 0.00480830875753302 0.00705423136311264 0.0148891879212165 0.0282299493502188 0.0146583838373627 0.00834104247865451 0.0172774296826242
"marry" 0.00731978684780699 0.0154359365754517 0.0268958065727787 0.0282721032874173 0.0105825196017124 0.0138815827926822 0.0189514125980951 0.0272300138945546 0.0150212345634055 0 0.00160276958584434 0.0227303010589185 0.0311830162123591 0.0249473971001933 0.0252730755816598 0.037155552859461 0.0208034357403026
"become" 0.0204954031738596 0.0042877601598477 0.0125204616804314 0.0273296998445034 0.0226081100582039 0.0146121924133497 0.021535696134199 0.0113889791954411 0.0207110961404531 0.00735744941753525 0.00961661751506603 0.0109732487870641 0.0112371229594087 0.0111606776500865 0.0348768443026906 0.0401886592153354 0.0497166854132655
"four" 0.014639573695614 0.0188661447033299 0.0143753448923472 0.0116229757959382 0.0125066140747511 0.0182652405166871 0.00660428014782102 0.0148056729540734 0.0182075570465522 0.0196198651134273 0.0283155960165833 0.0290007289372409 0.0148891879212165 0.0233061209751806 0.0146583838373627 0.0257814040249321 0.017630030288392
"won^t" 0.0307431047607894 0.065173954429685 0.0259683649668208 0.010366437872053 0.0375198422242532 0.00730609620667485 0.0103371341444155 0.010353617450401 0.037325491945432 0.00490496627835684 0.00106851305722956 0.00862183833269323 0.0328685846562705 0.0242908866501883 0.0227457680234939 0.0219900210800892 0.0409016702690695
"graham" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"murdstone" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"stopped" 0.00731978684780699 0.0137208325115126 0.00463720802978942 0.00251307584777043 0.00481023618259657 0.00146121924133497 0.00315856876634918 0.00372730228214436 0.00295872802006473 0.00490496627835684 0.0026712826430739 0.00627042787832235 0.0120799071813644 0.00853463585006614 0.00252730755816598 0.00530793612278015 0.00458380787498193
"agreeable" 0.021959360543421 0.00514531219181724 0.00602837043872625 0.0150784550866226 0.0120255904564914 0.00876731544800982 0.0160799864468686 0.0132526303365133 0.0191179348988798 0 0.00106851305722956 0.00705423136311264 0.00898969836752696 0.0111606776500865 0.0101092302326639 0.00189569147242148 0.000705201211535681
"beautiful" 0.0161035310651754 0.011148176415604 0.0166939489072419 0.0119371102769095 0.0177978738756073 0.00730609620667485 0.00890142106880224 0.00155304261756015 0.00409670033547424 0.00980993255671367 0.00320553917168868 0.00783803484790293 0.0250025985846844 0.0226496105251755 0.030833152209625 0.0117532871290132 0.00387860666344625
"colonel" 0 0 0.00185488321191577 0 0 0.00292243848266994 0.00172285569073592 0.0283689118140987 0.000227594463081902 0 0 0.00783803484790293 0.0292165196944626 0.0610554718504732 0 0.000379138294484296 0.000352600605767841
"heaven" 0.0190314458042982 0.0180085926713603 0.00741953284766308 0.00910989994816781 0.00529125980085622 0.0160734116546847 0.027278548436652 0.0191541922832418 0.00796580620786658 0.0833844267320662 0.0438090353464119 0.0235141045437088 0.0151701159952017 0.0105041672000814 0.0111201532559303 0.00492879782829585 0.00740461272112466
"talked" 0.0131756163260526 0.0085755203196954 0.00741953284766308 0.0106805723530243 0.00817740151041416 0.00219182886200245 0.00315856876634918 0.00610863429573659 0.011607317617177 0.00245248313917842 0.0026712826430739 0.0101894453022738 0.0210696055488913 0.0233061209751806 0.0166802298838955 0.0117532871290132 0.0133988230191779
"corner" 0.0175674884347368 0.0180085926713603 0.0102018576655367 0.00659682410039738 0.0115445668382318 0.000730609620667485 0.00200999830585857 0.00300254906061629 0.00273113355698283 0.0367872470876763 0.0149591828012138 0.00156760696958059 0.00674227377564522 0.00623684927504834 0.00859284569776434 0.0121324254234975 0.00705201211535681
"sound" 0.00585582947824559 0.0171510406393908 0.0264320857697997 0.00596855513845477 0.0129876376930107 0.00438365772400491 0.00746570799318898 0.00465912785268045 0.00500707818780185 0.00735744941753525 0.00908236098645126 0.00313521393916117 0.00702320184963044 0.00426731792503307 0.00758192267449795 0.00682448930071733 0.00493640848074977
"bennet" 0 0 0 0 0 0 0.000287142615122653 0 0.000227594463081902 0 0.00106851305722956 0 0 0 0 0 0
"ground" 0.0102477015869298 0.0171510406393908 0.0199399945280945 0.0188480688582782 0.0250132281495021 0.0197264597580221 0.0114857046049061 0.00465912785268045 0.00523467265088375 0.0318822808093194 0.0299183656024277 0.0148922662110156 0.00646134570166 0.00754987017505851 0.0227457680234939 0.0151655317793718 0.0112832193845709
"try" 0.0307431047607894 0.020581248767269 0.0148390656953262 0.0197904723011921 0.0134686613112704 0.00511426734467239 0.00430713922683979 0.0171870049676657 0.0184351515096341 0.00490496627835684 0.0053425652861478 0.00705423136311264 0.0134845475512904 0.00984765675007632 0.00909830720939754 0.0254022657304478 0.0169248290768564
"clock" 0.0102477015869298 0.0231539048631776 0.0315330146025681 0.00942403442913911 0.0115445668382318 0 0.00459428184196245 0.0165657879206416 0.0141108567110779 0.00490496627835684 0.0080138479292217 0.00783803484790293 0.0148891879212165 0.00853463585006614 0.00808738418613115 0.0125115637179818 0.00705201211535681
"figure" 0.0029279147391228 0.00600286422378678 0.0139116240893683 0.0150784550866226 0.0125066140747511 0.0153428020340172 0.00832713583855694 0.00662631516825664 0.00796580620786658 0.0318822808093194 0.0112193871009104 0.0164598731805962 0.00983248258948262 0.0128019537750992 0.00303276906979918 0.00227482976690578 0.000352600605767841
"road" 0.0234233179129824 0.0300143211189339 0.0310692937995891 0.00722509306233999 0.0110635432199721 0.0204570693786896 0.0163671290619912 0.00248486818809624 0.00295872802006473 0.0416922133660331 0.0106851305722956 0.0125408557566447 0.00927062644151218 0.00853463585006614 0.00657099965123156 0.00417052123932726 0.00211560363460704
"mentioned" 0.00731978684780699 0.00600286422378678 0.00463720802978942 0.0125653792388522 0.00625330703737554 0.0219182886200246 0.0396256808869261 0.0152198176520895 0.0141108567110779 0 0.0053425652861478 0.0109732487870641 0.0115180510333939 0.0170692717001323 0.00606553813959836 0.00530793612278015 0.0133988230191779
"gradgrind" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"louisa" 0 0 0 0.00282721032874173 0.000481023618259657 0.000730609620667485 0 0 0 0 0 0 0.000280928073985218 0.000984765675007632 0 0 0
"settled" 0.00731978684780699 0.00600286422378678 0.00741953284766308 0.00565442065748347 0.00625330703737554 0.0146121924133497 0.00574285230245306 0.00227779583908822 0.00432429479855614 0.0122624156958921 0.00694533487199214 0.00313521393916117 0.0095515545154974 0.0052520836000407 0.0131419993024631 0.0155446700738561 0.0215086369518383
"spirit" 0.0263512326521052 0.0248690089271167 0.0111292992714946 0.0119371102769095 0.00962047236519313 0.00876731544800982 0.0163671290619912 0.0321997502707471 0.0168419902680608 0.0441446965052115 0.0197674915587468 0.032135942876402 0.0101134106634678 0.00984765675007632 0.0303276906979918 0.0128907020124661 0.017630030288392
"believed" 0.00585582947824559 0.00514531219181724 0.00741953284766308 0.0185339343773069 0.00625330703737554 0.022648898240692 0.0152185586015006 0.010871298322921 0.00682783389245706 0.00490496627835684 0.00213702611445912 0.00313521393916117 0.00589948955368957 0.00754987017505851 0.0156693068606291 0.0151655317793718 0.0169248290768564
"several" 0.0248872752825438 0.0128632804795431 0.00881069525659991 0.00942403442913911 0.01394968492953 0.048220234964054 0.0330214007391051 0.0190506561087378 0.0236698241605178 0.00980993255671367 0.0128221566867547 0.0235141045437088 0.00702320184963044 0.00787812540006106 0 0 0
"forget" 0.0175674884347368 0.0128632804795431 0.00881069525659991 0.00376961377165565 0.0105825196017124 0.00730609620667485 0.00918856368392489 0.00569448959772055 0.0170695847311427 0.00490496627835684 0.00908236098645126 0.013324659241435 0.00983248258948262 0.00886289107506869 0.00909830720939754 0.010236733951076 0.0105780181730352
"glance" 0.014639573695614 0.0171510406393908 0.0204037153310735 0.0100523033910817 0.0182788974938669 0.000730609620667485 0.000861427845367959 0.00062121704702406 0.000910377852327609 0.00245248313917842 0.00213702611445912 0.00156760696958059 0.00646134570166 0.00426731792503307 0.00758192267449795 0.00227482976690578 0.00352600605767841
"edward" 0.00731978684780699 0 0 0.00219894136679913 0.000481023618259657 0 0 0.00031060852351203 0 0 0.00213702611445912 0.000783803484790293 0.00140464036992609 0.00131302090001018 0 0 0.000705201211535681
"form" 0.0161035310651754 0.00514531219181724 0.0106655784685157 0.0157067240485652 0.0144307085477897 0.00511426734467239 0.00861427845367959 0.00735106838978471 0.00773821174478467 0.0171673819742489 0.0138906697439843 0.00783803484790293 0.00561856147970435 0.00361080747502798 0.00657099965123156 0.010236733951076 0.00916761574996386
"pain" 0.0029279147391228 0.00943307235166494 0.0250409233608629 0.0113088413149669 0.0303044879503584 0.00511426734467239 0.0048814244570851 0.00859350248383283 0.00842099513403038 0.0147148988350705 0.0133564132153695 0.00705423136311264 0.010394338737453 0.00558033882504325 0.00303276906979918 0.00341224465035866 0.00458380787498193
"trust" 0.0131756163260526 0.00600286422378678 0.0176213905131998 0.0179056654153643 0.00913944874693347 0.0131509731720147 0.00516856707220775 0.0114925153699451 0.0118349120802589 0.0122624156958921 0.0149591828012138 0.00548662439353205 0.00393299303579305 0.00393906270003053 0.0121310762791967 0.0121324254234975 0.0162196278653207
"months" 0.0190314458042982 0.0197236967352994 0.0111292992714946 0.0106805723530243 0.00625330703737554 0.00292243848266994 0.0048814244570851 0.00538388107420852 0.00568986157704755 0.0171673819742489 0.0165619523870582 0.0180274801501767 0.0168556844391131 0.0164127612501272 0.0106146917442971 0.0155446700738561 0.0260924448268202
"pass" 0.0131756163260526 0.0162934886074213 0.00695581204468414 0.0122512447578808 0.0115445668382318 0.00657548658600736 0.0103371341444155 0.0157374985246095 0.0118349120802589 0.0269773145309626 0.0149591828012138 0.0156760696958059 0.0146082598472313 0.0164127612501272 0.0116256147675635 0.0125115637179818 0.0137514236249458
"reply" 0.0175674884347368 0.011148176415604 0.00139116240893683 0.00502615169554086 0.00384818894607725 0.00511426734467239 0.00229714092098122 0.00455559167817644 0.00113797231540951 0.0122624156958921 0.00908236098645126 0.0172436766653865 0.00842784221955653 0.0111606776500865 0.00960376872103074 0.0174403615462776 0.00810981393266034
"tea" 0.0248872752825438 0.0248690089271167 0.00973813686255779 0.00722509306233999 0.0173168502573476 0.00584487696533988 0.00315856876634918 0.00372730228214436 0.00318632248314663 0 0.00106851305722956 0.00313521393916117 0.0101134106634678 0.0128019537750992 0.0106146917442971 0.00265396806139007 0.00458380787498193
"there^s" 0.029279147391228 0.0282992170549948 0.11824880475963 0.0245024895157617 0.0774448025398047 0.00219182886200245 0.00287142615122653 0.00372730228214436 0.00796580620786658 0.00245248313917842 0.00694533487199214 0.0180274801501767 0.02584538280664 0.0210083344001628 0.00859284569776434 0.00720362759520163 0.0144566248364815
"walking" 0.0263512326521052 0.0137208325115126 0.0208674361340524 0.0116229757959382 0.0177978738756073 0.00657548658600736 0.00373285399659449 0.00072475322152807 0.00386910587239234 0.0122624156958921 0.0053425652861478 0.00627042787832235 0.010394338737453 0.0052520836000407 0.0126365377908299 0.0094784573621074 0.0105780181730352
"considered" 0.00731978684780699 0.00943307235166494 0.00602837043872625 0.0113088413149669 0.0158737794025687 0.00511426734467239 0.0198128404434631 0.0116995877189531 0.00728302281862087 0.00735744941753525 0.0112193871009104 0.00705423136311264 0.0047757772577487 0.00689335972505342 0.0141529223257295 0.00417052123932726 0.00987281696149954
"length" 0.0380628916085964 0.022296352831208 0.00741953284766308 0.00314134480971304 0.00673433065563519 0.0248407271026945 0.02813997628202 0.00538388107420852 0.00364151140931043 0.00245248313917842 0.0192332350301321 0.0125408557566447 0.00674227377564522 0.00919114630007123 0.00657099965123156 0.00454965953381155 0.00528900908651761
"shut" 0.00878374421736839 0.0274416650230253 0.0129841824834104 0.00439788273359825 0.00913944874693347 0.00219182886200245 0.00373285399659449 0.00403791080565639 0.00546226711396565 0.0147148988350705 0.0165619523870582 0.00313521393916117 0.0047757772577487 0.00886289107506869 0.00353823058143238 0.00189569147242148 0.00493640848074977
"soul" 0.0131756163260526 0.0248690089271167 0.0366339434353364 0.0267014308825608 0.016835826639088 0.0124203635513472 0.0178028421376045 0.0443134826877163 0.0216214739927807 0.0465971796443899 0.0518228832756336 0.0274331219676603 0.021912389770847 0.0216648448501679 0.00909830720939754 0.00530793612278015 0.00528900908651761
"ah" 0.00585582947824559 0.0197236967352994 0.032460456208526 0.0138219171627374 0.0341526768964356 0.00730609620667485 0.00172285569073592 0.00434851932916842 0.00819340067094848 0 0.00053425652861478 0.0141084627262253 0.0140464036992609 0.0144432299001119 0.0141529223257295 0.0159238083683404 0.0109306187788031
"laugh" 0.0234233179129824 0.022296352831208 0.00741953284766308 0.00973816891011042 0.00721535427389485 0.0124203635513472 0.00660428014782102 0.00528034489970451 0.00432429479855614 0 0.00641107834337736 0.0156760696958059 0.0297783758424331 0.0180540373751399 0.00606553813959836 0.00530793612278015 0.00141040242307136
"papa" 0.0424547637172806 0.0608861942698373 0 0.0119371102769095 0.00673433065563519 0.00365304810333742 0.00287142615122653 0.00465912785268045 0.0193455293619617 0 0 0.00470282090874176 0.00870877029354174 0.0173975269251348 0.0470079205818873 0.0155446700738561 0.0567686975286224
"particularly" 0.0117116589564912 0.00514531219181724 0.00231860401489471 0.00565442065748347 0.00384818894607725 0.0109591443100123 0.0103371341444155 0.0152198176520895 0.0127452899325865 0.00245248313917842 0.0080138479292217 0.00470282090874176 0.00533763340571913 0.0082063806250636 0.00303276906979918 0.00417052123932726 0.00423120726921409
"beauty" 0.0131756163260526 0.00771796828772586 0.0208674361340524 0.010366437872053 0.0105825196017124 0.0357998714127068 0.0229714092098122 0.010457153624905 0.00796580620786658 0.00735744941753525 0.00427405222891824 0.013324659241435 0.0140464036992609 0.0121454433250941 0.0207239219769611 0.010236733951076 0.00387860666344625
"breakfast" 0.021959360543421 0.0137208325115126 0.0125204616804314 0.00471201721456956 0.00432921256433691 0.00876731544800982 0.0048814244570851 0.00538388107420852 0.0113797231540951 0.00490496627835684 0.00213702611445912 0.00627042787832235 0.01292269140332 0.0170692717001323 0.0101092302326639 0.00682448930071733 0.0123410212018744
