"Austen_Emma" "Austen_Pride" "Austen_Sense" "Eliot_Adam" "Eliot_Middlemarch" "Eliot_Mill"
"feel" 0.05920958322686 0.0320381171445001 0.0551839464882943 0.0704855620527993 0.0417798859691834 0.0514695271537833
"less" 0.0423815964150156 0.0632547441058079 0.0811036789297659 0.0357065018293786 0.0571724755367773 0.0418490547885901
"sort" 0.0698049823306138 0.0312166269613078 0.00752508361204013 0.0417348722681048 0.0738216030282564 0.0500264562990043
"left" 0.0423815964150156 0.0533968619075002 0.0819397993311037 0.04822696350981 0.0468060376647243 0.049064409062485
"told" 0.0492374428939151 0.0566828226402694 0.0576923076923077 0.0542553339485363 0.0508897859173512 0.0432921256433691
"jane" 0.175758973368153 0.21687340836277 0.000836120401337793 0 0.00534028617651216 0.0101014959834528
"feeling" 0.0349024911653069 0.0312166269613078 0.0234113712374582 0.0468358011008732 0.0750781409521416 0.0586848814276781
"gone" 0.0498607016647242 0.0509323913579233 0.0292642140468227 0.0830060237332307 0.0439788273359825 0.0423300784068498
"i^m" 0 0.000821490183192311 0.00167224080267559 0.124740896001336 0.0229318171109052 0.114483621145798
"head" 0.023683833290744 0.0262876858621539 0.0292642140468227 0.0746590492796097 0.0477484411076382 0.0788878733945837
"between" 0.0454978902690608 0.0517538815411156 0.0568561872909699 0.0449809178889574 0.053716996246093 0.0514695271537833
"money" 0.00623258770809052 0.0213587447630001 0.0209030100334448 0.0357065018293786 0.0801042926476825 0.0865842512867382
"men" 0.0199442806658897 0.0262876858621539 0.0175585284280936 0.0626023084021572 0.0772770823189407 0.0495454326807446
"heard" 0.0747910524970863 0.0706481557545387 0.0652173913043478 0.0435897554800206 0.035183061868786 0.0346337005146953
"through" 0.0380187850193522 0.0345025876940771 0.0309364548494983 0.0667757956289677 0.0508897859173512 0.0557987397181202
"lady" 0.0417583376442065 0.150332703524193 0.115384615384615 0.0134479032863893 0.0301569101732452 0.0221270864399442
"believe" 0.0635723946225233 0.071469645937731 0.0752508361204013 0.0459083594949153 0.0389526756404417 0.0269373226225408
"letter" 0.0673119472473776 0.0944713710671157 0.0627090301003344 0.0412711514651259 0.0336123894639295 0.0274183462408004
"myself" 0.0641956533933324 0.0772200772200772 0.0861204013377926 0.032460456208526 0.0373820032355852 0.0298234643320987
"sense" 0.0349024911653069 0.0295736465949232 0.0267558528428094 0.0440534762829995 0.0603138203464903 0.0673433065563519
"seen" 0.0454978902690608 0.0624332539226156 0.0468227424749164 0.056573937963431 0.0420940204501547 0.0404059839338112
"side" 0.0436281139566337 0.0435389797091925 0.0459866220735786 0.0528641715395994 0.046491903183753 0.0505074799172639
"casaubon" 0 0 0 0 0.170889157648389 0
