"Austen_Emma" "Austen_Pride" "Austen_Sense" "Eliot_Adam" "Eliot_Middlemarch" "Eliot_Mill"
"severe" 0.0112186578745629 0.00657192146553849 0.00501672240802676 0.00741953284766308 0.0081674965052539 0.00962047236519313
"style" 0.0168279868118444 0.00821490183192311 0.0150501672240803 0.00139116240893683 0.00942403442913911 0.00288614170955794
"thinks" 0.0143349517286082 0.00328596073276924 0.00668896321070234 0.00881069525659991 0.0084816309862252 0.00625330703737554
"assured" 0.00997214033294484 0.0230017251293847 0.0217391304347826 0.00278232481787365 0.00314134480971304 0.0033671653278176
"choose" 0.000623258770809052 0.0156083134806539 0.00250836120401338 0.00510092883276837 0.0131936482007948 0.00817740151041416
"dreadful" 0.011841916645372 0.00903639201511542 0.0117056856187291 0.00649209124170519 0.00408374825262695 0.0105825196017124
"frightened" 0.00747910524970863 0.00575043128234618 0.00418060200668896 0.0180851113161788 0.00219894136679913 0.0110635432199721
"library" 0.000623258770809052 0.0188942742134231 0.00250836120401338 0.000927441605957885 0.0191622033392495 0.00144307085477897
"mistake" 0.00997214033294484 0.00657192146553849 0.00836120401337793 0.00185488321191577 0.0122512447578808 0.0076963778921545
"returning" 0.0105953991037539 0.00985788219830773 0.0108695652173913 0.00649209124170519 0.00628268961942608 0.00817740151041416
"totty" 0 0 0 0.0431260346770416 0 0
"village" 0.0012465175416181 0.00492894109915386 0.00919732441471572 0.0255046441638418 0.00439788273359825 0.00240511809129828
"waiting" 0.00997214033294484 0.0073934116487308 0.0100334448160535 0.00927441605957885 0.00691095858136868 0.00673433065563519
"bessy" 0 0 0 0.00973813686255779 0 0.0341526768964356
"big" 0 0 0 0.0227223193459682 0.00282721032874173 0.0163548030208283
"blood" 0.00311629385404526 0 0.00167224080267559 0.0111292992714946 0.0138219171627374 0.00817740151041416
"clergyman" 0.000623258770809052 0.00657192146553849 0.000836120401337793 0.00417348722681048 0.0179056654153643 0.0076963778921545
"countenance" 0.0105953991037539 0.0246447054957693 0.0234113712374582 0.0032460456208526 0.00157067240485652 0.00240511809129828
"ended" 0.00498607016647242 0.00328596073276924 0.00752508361204013 0.0032460456208526 0.0166491274914791 0.00529125980085622
"harriet^s" 0.0567165481436238 0 0 0 0.000314134480971304 0
"persuaded" 0.0193210218950806 0.0205372545798078 0.0133779264214047 0.00556464963574731 0.00157067240485652 0.00144307085477897
"regret" 0.0162047280410354 0.0156083134806539 0.0192307692307692 0.00278232481787365 0.00345547929068434 0.0033671653278176
"showed" 0 0.00575043128234618 0.00167224080267559 0.00973813686255779 0.0141360516437087 0.00817740151041416
"utmost" 0.00872562279132673 0.00821490183192311 0.0125418060200669 0.00510092883276837 0.0084816309862252 0.00721535427389485
"vain" 0.0155814692702263 0.0164298036638462 0.00585284280936455 0.00510092883276837 0.00471201721456956 0.00673433065563519
"affectionate" 0.00560932893728147 0.0139653331142693 0.0183946488294314 0.00370976642383154 0.00534028617651216 0.00865842512867382
"attempt" 0.012465175416181 0.0172512938470385 0.0142140468227425 0.0032460456208526 0.00534028617651216 0.00432921256433691
"boys" 0.00810236402051768 0.00246447054957693 0.00250836120401338 0.0139116240893683 0.00565442065748347 0.0115445668382318
"dared" 0.00623258770809052 0.0106793723815 0.00919732441471572 0.00788325365064202 0.00596855513845477 0.0101014959834528
"drawing" 0.00872562279132673 0.00246447054957693 0.00919732441471572 0.00602837043872625 0.00753922754331129 0.0125066140747511
"glass" 0.000623258770809052 0.000821490183192311 0.00167224080267559 0.016230228104263 0.00942403442913911 0.0105825196017124
"horses" 0.0143349517286082 0.00657192146553849 0.0100334448160535 0.00602837043872625 0.00722509306233999 0.00577228341911588
"indifference" 0.00872562279132673 0.0139653331142693 0.0158862876254181 0.00417348722681048 0.00628268961942608 0.00577228341911588
"mistaken" 0.0137116929577991 0.0172512938470385 0.0175585284280936 0.00278232481787365 0.00502615169554086 0.00240511809129828
"possibility" 0.00810236402051768 0.0106793723815 0.00585284280936455 0.00788325365064202 0.00596855513845477 0.0105825196017124
"spare" 0.00747910524970863 0.00575043128234618 0.0100334448160535 0.0102018576655367 0.00879576546719651 0.00481023618259657
"tender" 0.00810236402051768 0.00328596073276924 0.00919732441471572 0.0139116240893683 0.00534028617651216 0.0076963778921545
"watch" 0.00623258770809052 0.00164298036638462 0.00250836120401338 0.0111292992714946 0.0122512447578808 0.00625330703737554
"captain" 0.00186977631242716 0.00328596073276924 0 0.0301418521936313 0.00565442065748347 0
"caught" 0.0137116929577991 0.00903639201511542 0.00919732441471572 0.00834697445362096 0.00534028617651216 0.00529125980085622
"changed" 0.00373955262485431 0.00657192146553849 0.00668896321070234 0.00927441605957885 0.0119371102769095 0.00481023618259657
"cheerful" 0.0174512455826535 0.00575043128234618 0.0117056856187291 0.00185488321191577 0.0084816309862252 0.00481023618259657
"chiefly" 0.00436281139566337 0.00821490183192311 0.00585284280936455 0.00417348722681048 0.0150784550866226 0.00432921256433691
"circumstance" 0.0211907982075078 0.0156083134806539 0.0158862876254181 0.00139116240893683 0.00345547929068434 0.00192409447303863
"depend" 0.0162047280410354 0.0180727840302308 0.00836120401337793 0.00185488321191577 0.00753922754331129 0.00192409447303863
"fast" 0.00810236402051768 0.00657192146553849 0.00501672240802676 0.0143753448923472 0.00408374825262695 0.00913944874693347
"forgotten" 0.011841916645372 0.00985788219830773 0.00501672240802676 0.00649209124170519 0.00439788273359825 0.0120255904564914
"inclined" 0.00373955262485431 0.00821490183192311 0.00585284280936455 0.00927441605957885 0.00910989994816781 0.00865842512867382
"kitchen" 0.0012465175416181 0.000821490183192311 0.00167224080267559 0.024577202557884 0.00439788273359825 0.00865842512867382
"length" 0.00373955262485431 0.0262876858621539 0.0100334448160535 0.00741953284766308 0.00314134480971304 0.00673433065563519
"moss" 0 0 0.000836120401337793 0.00139116240893683 0.000314134480971304 0.0408870075520708
"papa" 0.0205675394366987 0.00410745091596155 0 0 0.0119371102769095 0.00673433065563519
"randalls" 0.0560932893728147 0 0 0 0 0
"remembered" 0.00373955262485431 0.0073934116487308 0.00418060200668896 0.0111292992714946 0.00910989994816781 0.00817740151041416
"agitation" 0.00997214033294484 0.00492894109915386 0.0142140468227425 0.00695581204468414 0.00691095858136868 0.00625330703737554
"baby" 0.00373955262485431 0 0.00167224080267559 0.0115930200744736 0.0100523033910817 0.0115445668382318
"barton" 0 0 0.0744147157190636 0 0 0
"bringing" 0.00685584647889957 0.00985788219830773 0.0100334448160535 0.00741953284766308 0.0078533620242826 0.00625330703737554
"charlotte" 0 0.0558613324570771 0.0167224080267559 0.000463720802978942 0 0
"filled" 0.0012465175416181 0.000821490183192311 0.00418060200668896 0.0125204616804314 0.00910989994816781 0.0120255904564914
"objects" 0.00436281139566337 0.00575043128234618 0.00919732441471572 0.00695581204468414 0.010366437872053 0.0076963778921545
"produced" 0.00872562279132673 0.00903639201511542 0.0217391304347826 0.00510092883276837 0.00282721032874173 0.00865842512867382
"quietly" 0.00560932893728147 0.00657192146553849 0.00334448160535117 0.0102018576655367 0.00973816891011042 0.00721535427389485
"save" 0.00373955262485431 0.00246447054957693 0.000836120401337793 0.0129841824834104 0.00910989994816781 0.0105825196017124
"spot" 0.00436281139566337 0.00575043128234618 0.00752508361204013 0.00927441605957885 0.00659682410039738 0.0120255904564914
"stronger" 0.00498607016647242 0.00492894109915386 0.00668896321070234 0.00788325365064202 0.00879576546719651 0.0105825196017124
"trembling" 0.00311629385404526 0.000821490183192311 0 0.0166939489072419 0.00408374825262695 0.0163548030208283
"war" 0.000623258770809052 0.000821490183192311 0 0.0273595273757576 0.00345547929068434 0.00817740151041416
"wrote" 0.011841916645372 0.0172512938470385 0.0100334448160535 0.00370976642383154 0.00691095858136868 0.0033671653278176
"disposed" 0.012465175416181 0.0123223527478847 0.0125418060200669 0.00185488321191577 0.00753922754331129 0.00481023618259657
"emotion" 0.00186977631242716 0.00410745091596155 0.0175585284280936 0.00556464963574731 0.0106805723530243 0.00625330703737554
"enjoyment" 0.0137116929577991 0.0106793723815 0.0167224080267559 0.00185488321191577 0.00471201721456956 0.00673433065563519
"harm" 0.00810236402051768 0.00328596073276924 0.00418060200668896 0.0111292992714946 0.00753922754331129 0.00865842512867382
"hat" 0.000623258770809052 0.00164298036638462 0.00167224080267559 0.0111292992714946 0.01445018612468 0.00625330703737554
"important" 0.011841916645372 0.00821490183192311 0.0100334448160535 0.00370976642383154 0.0100523033910817 0.0033671653278176
"longbourn" 0 0.0722911361209234 0 0 0 0
"middleton" 0 0 0.072742474916388 0 0.000314134480971304 0
"miserable" 0.00685584647889957 0.00492894109915386 0.0100334448160535 0.00973813686255779 0.00942403442913911 0.00384818894607725
"nice" 0.00623258770809052 0.00410745091596155 0.00585284280936455 0.0111292992714946 0.00753922754331129 0.00865842512867382
"praise" 0.0193210218950806 0.0180727840302308 0.0150501672240803 0.00139116240893683 0.00314134480971304 0.00192409447303863
"receive" 0.00623258770809052 0.0230017251293847 0.0133779264214047 0.00463720802978942 0.00376961377165565 0.00577228341911588
"unable" 0.0012465175416181 0.0115008625646924 0.0150501672240803 0.00695581204468414 0.00753922754331129 0.00721535427389485
"consent" 0.00872562279132673 0.0106793723815 0.0108695652173913 0.00602837043872625 0.00408374825262695 0.0101014959834528
"gentle" 0.00997214033294484 0.00410745091596155 0.00668896321070234 0.00973813686255779 0.00691095858136868 0.00721535427389485
"laughing" 0.0105953991037539 0.00821490183192311 0.00752508361204013 0.00788325365064202 0.00502615169554086 0.00865842512867382
"profession" 0.00186977631242716 0.00575043128234618 0.00919732441471572 0 0.0194763378202208 0.00192409447303863
"rain" 0.0137116929577991 0.00328596073276924 0.00919732441471572 0.00649209124170519 0.00534028617651216 0.00913944874693347
"twice" 0.00373955262485431 0.0115008625646924 0.0133779264214047 0.0102018576655367 0.00471201721456956 0.00673433065563519
"contrary" 0.00498607016647242 0.00821490183192311 0.00919732441471572 0.0032460456208526 0.0116229757959382 0.00625330703737554
"die" 0.00311629385404526 0.00328596073276924 0 0.016230228104263 0.00628268961942608 0.0105825196017124
"died" 0.00249303508323621 0.00246447054957693 0.00668896321070234 0.00788325365064202 0.0078533620242826 0.01394968492953
"forgive" 0.00436281139566337 0.00821490183192311 0.00836120401337793 0.00927441605957885 0.00502615169554086 0.0110635432199721
"growing" 0.0105953991037539 0.00246447054957693 0.00418060200668896 0.0102018576655367 0.00439788273359825 0.0120255904564914
"ignorance" 0.00249303508323621 0.00575043128234618 0.0100334448160535 0.00370976642383154 0.0138219171627374 0.00529125980085622
"income" 0.00623258770809052 0.00903639201511542 0.0192307692307692 0.000927441605957885 0.0100523033910817 0.00384818894607725
"line" 0.00997214033294484 0.00657192146553849 0.00418060200668896 0.00417348722681048 0.00910989994816781 0.00913944874693347
"lose" 0.011841916645372 0.00903639201511542 0.00334448160535117 0.00510092883276837 0.00722509306233999 0.00865842512867382
"sleep" 0.0012465175416181 0.00328596073276924 0.00836120401337793 0.0129841824834104 0.00722509306233999 0.00913944874693347
"study" 0.00311629385404526 0.00575043128234618 0.00250836120401338 0.00278232481787365 0.0128795137198235 0.0115445668382318
"twenty" 0.00498607016647242 0.00410745091596155 0.0117056856187291 0.0111292992714946 0.00659682410039738 0.00673433065563519
"vanity" 0.00872562279132673 0.0147868232974616 0.0108695652173913 0.00788325365064202 0.00439788273359825 0.00481023618259657
"views" 0.0105953991037539 0.00903639201511542 0.00501672240802676 0.00139116240893683 0.00722509306233999 0.0125066140747511
"avoid" 0.00810236402051768 0.0147868232974616 0.0175585284280936 0.00370976642383154 0.00534028617651216 0.00384818894607725
"concerned" 0.00934888156213578 0.0147868232974616 0.0117056856187291 0.00278232481787365 0.0078533620242826 0.0033671653278176
"distress" 0.011841916645372 0.013143842931077 0.0217391304347826 0.0032460456208526 0.00314134480971304 0.0033671653278176
"front" 0.00373955262485431 0.00410745091596155 0.00418060200668896 0.0129841824834104 0.00534028617651216 0.0115445668382318
"goes" 0.00373955262485431 0.00164298036638462 0.00418060200668896 0.00834697445362096 0.010366437872053 0.0101014959834528
"outside" 0 0 0.000836120401337793 0.0125204616804314 0.010366437872053 0.0115445668382318
"passing" 0.011841916645372 0.00903639201511542 0.00585284280936455 0.00463720802978942 0.00879576546719651 0.00481023618259657
"piece" 0.00810236402051768 0.00410745091596155 0.00418060200668896 0.00602837043872625 0.0081674965052539 0.0110635432199721
"running" 0.00249303508323621 0.00821490183192311 0.00250836120401338 0.0125204616804314 0.00534028617651216 0.0115445668382318
"shame" 0.00560932893728147 0.00821490183192311 0.00668896321070234 0.0125204616804314 0.00596855513845477 0.00577228341911588
"she^d" 0 0 0 0.0306055729966102 0.000314134480971304 0.00865842512867382
"younger" 0.0012465175416181 0.0246447054957693 0.00501672240802676 0.00510092883276837 0.00596855513845477 0.00817740151041416
"youth" 0.00685584647889957 0.0073934116487308 0.00585284280936455 0.00788325365064202 0.00722509306233999 0.00865842512867382
"afternoon" 0.00373955262485431 0.00246447054957693 0.00250836120401338 0.0166939489072419 0.00251307584777043 0.0134686613112704
"concern" 0.0112186578745629 0.0213587447630001 0.0234113712374582 0.00139116240893683 0.00125653792388522 0.00240511809129828
"ears" 0 0 0.00334448160535117 0.0185488321191577 0.00502615169554086 0.0115445668382318
"education" 0.00997214033294484 0.00903639201511542 0.00836120401337793 0.000463720802978942 0.00659682410039738 0.0120255904564914
"event" 0.0149582104994173 0.0172512938470385 0.0209030100334448 0.00185488321191577 0.00314134480971304 0
"grateful" 0.00934888156213578 0.0106793723815 0.0108695652173913 0.00510092883276837 0.00596855513845477 0.00625330703737554
"hurry" 0.0149582104994173 0.00903639201511542 0.00668896321070234 0.00510092883276837 0.00439788273359825 0.0076963778921545
"keeping" 0.00685584647889957 0.00328596073276924 0.000836120401337793 0.00556464963574731 0.0109947068339956 0.0101014959834528
"learned" 0.0012465175416181 0.00246447054957693 0.00250836120401338 0.00556464963574731 0.0128795137198235 0.0110635432199721
"necessity" 0.00623258770809052 0.00903639201511542 0.0150501672240803 0.00417348722681048 0.00753922754331129 0.00577228341911588
"sign" 0.00186977631242716 0.00164298036638462 0.00167224080267559 0.0111292992714946 0.00942403442913911 0.0110635432199721
"uneasy" 0.00685584647889957 0.00657192146553849 0.00334448160535117 0.00741953284766308 0.0113088413149669 0.00432921256433691
"unpleasant" 0.00810236402051768 0.00657192146553849 0.00752508361204013 0.00185488321191577 0.0128795137198235 0.00432921256433691
"vision" 0.000623258770809052 0 0 0.00463720802978942 0.0172773964534217 0.00865842512867382
"willing" 0.00810236402051768 0.00492894109915386 0.00585284280936455 0.0115930200744736 0.00628268961942608 0.00625330703737554
"wise" 0.00498607016647242 0.00410745091596155 0.00250836120401338 0.0125204616804314 0.0100523033910817 0.00432921256433691
"bulstrode^s" 0 0 0 0 0.0260731619206182 0
"cap" 0 0 0.00250836120401338 0.0204037153310735 0.00565442065748347 0.00865842512867382
"cared" 0.00685584647889957 0.00575043128234618 0 0.0106655784685157 0.010366437872053 0.00432921256433691
"confess" 0.00810236402051768 0.013143842931077 0.0108695652173913 0.00602837043872625 0.0081674965052539 0.000962047236519313
"conviction" 0.00997214033294484 0.013143842931077 0.0175585284280936 0.00139116240893683 0.00502615169554086 0.00529125980085622
"disappointed" 0.012465175416181 0.00985788219830773 0.0142140468227425 0.00185488321191577 0.0078533620242826 0.00240511809129828
"favourite" 0.0143349517286082 0.0172512938470385 0.0209030100334448 0.00649209124170519 0 0
"ignorant" 0.00560932893728147 0.013143842931077 0.00418060200668896 0.00510092883276837 0.0106805723530243 0.00384818894607725
"join" 0.0143349517286082 0.0156083134806539 0.0100334448160535 0.00834697445362096 0.00251307584777043 0.00144307085477897
"kitty" 0.00186977631242716 0.0566828226402694 0 0.000463720802978942 0.00314134480971304 0
"loving" 0 0.00164298036638462 0.000836120401337793 0.0180851113161788 0.00565442065748347 0.0110635432199721
"movement" 0.000623258770809052 0 0 0.0120567408774525 0.0122512447578808 0.00817740151041416
"moving" 0.00560932893728147 0.00410745091596155 0.00334448160535117 0.00973813686255779 0.00973816891011042 0.00625330703737554
"ourselves" 0.0105953991037539 0.00657192146553849 0.00167224080267559 0.00834697445362096 0.00565442065748347 0.00962047236519313
"practice" 0.00186977631242716 0.00410745091596155 0.00334448160535117 0.00231860401489471 0.0166491274914791 0.00625330703737554
"shook" 0.00498607016647242 0.00903639201511542 0.00334448160535117 0.00602837043872625 0.00596855513845477 0.0134686613112704
"spend" 0.0112186578745629 0.0106793723815 0.00919732441471572 0.00370976642383154 0.00596855513845477 0.00673433065563519
"sun" 0.00373955262485431 0 0.00250836120401338 0.0199399945280945 0.00439788273359825 0.00817740151041416
"throw" 0.00498607016647242 0.00657192146553849 0.00334448160535117 0.00741953284766308 0.0081674965052539 0.0101014959834528
"tired" 0.011841916645372 0.00328596073276924 0.00501672240802676 0.0102018576655367 0.00722509306233999 0.00432921256433691
"various" 0.00373955262485431 0.0073934116487308 0.00167224080267559 0.00231860401489471 0.0147643206056513 0.00673433065563519
"ways" 0.00997214033294484 0.00246447054957693 0.00167224080267559 0.00741953284766308 0.00910989994816781 0.00817740151041416
"accepted" 0.00685584647889957 0.013143842931077 0.00585284280936455 0.00417348722681048 0.0100523033910817 0.0033671653278176
"apt" 0.00436281139566337 0.000821490183192311 0 0.00741953284766308 0.0106805723530243 0.0115445668382318
"chief" 0.00186977631242716 0.0123223527478847 0.00585284280936455 0.00510092883276837 0.0138219171627374 0.000962047236519313
"expressed" 0.00623258770809052 0.0213587447630001 0.0125418060200669 0.00185488321191577 0.00628268961942608 0.0033671653278176
"favour" 0.0162047280410354 0.0172512938470385 0.0225752508361204 0.0032460456208526 0.000314134480971304 0
"gardiner" 0 0.0673621950217695 0 0 0 0
"gradually" 0.00623258770809052 0.00492894109915386 0.00167224080267559 0.00695581204468414 0.00973816891011042 0.00865842512867382
"matters" 0.00623258770809052 0.00657192146553849 0.00752508361204013 0.00602837043872625 0.00879576546719651 0.00673433065563519
"mental" 0.0012465175416181 0 0.000836120401337793 0.00741953284766308 0.0119371102769095 0.0120255904564914
"servant" 0.00373955262485431 0.0123223527478847 0.0158862876254181 0.00463720802978942 0.00659682410039738 0.00529125980085622
"shut" 0.00560932893728147 0.00410745091596155 0.00585284280936455 0.0129841824834104 0.00439788273359825 0.00913944874693347
"choice" 0.00560932893728147 0.0123223527478847 0.00919732441471572 0.00278232481787365 0.00659682410039738 0.00913944874693347
"continually" 0.00373955262485431 0.00492894109915386 0.000836120401337793 0.00741953284766308 0.00879576546719651 0.0115445668382318
"fortnight" 0.011841916645372 0.0172512938470385 0.0108695652173913 0.00741953284766308 0.00125653792388522 0.00384818894607725
"friendship" 0.0162047280410354 0.0073934116487308 0.0167224080267559 0.00185488321191577 0.00408374825262695 0.00432921256433691
"guest" 0.0012465175416181 0.00410745091596155 0.00334448160535117 0.000927441605957885 0.00345547929068434 0.0274183462408004
"leaning" 0.0012465175416181 0.000821490183192311 0.00668896321070234 0.00695581204468414 0.00942403442913911 0.0120255904564914
"offered" 0.00498607016647242 0.0073934116487308 0.00836120401337793 0.00463720802978942 0.0106805723530243 0.00481023618259657
"safe" 0.0130884341869901 0.00657192146553849 0.00836120401337793 0.00556464963574731 0.00376961377165565 0.00865842512867382
"single" 0.0112186578745629 0.00985788219830773 0.00668896321070234 0.00788325365064202 0.00376961377165565 0.00673433065563519
"wear" 0.00186977631242716 0.000821490183192311 0.00167224080267559 0.00741953284766308 0.0113088413149669 0.0110635432199721
"bought" 0.00249303508323621 0.00410745091596155 0 0.00695581204468414 0.00722509306233999 0.0158737794025687
"clearly" 0.00186977631242716 0.00246447054957693 0.00250836120401338 0.00463720802978942 0.0125653792388522 0.0101014959834528
"direct" 0.00623258770809052 0.00575043128234618 0.00752508361204013 0.00417348722681048 0.00722509306233999 0.0105825196017124
"distant" 0.00623258770809052 0.00410745091596155 0.00752508361204013 0.00788325365064202 0.00565442065748347 0.0101014959834528
"ear" 0.00311629385404526 0.000821490183192311 0.00418060200668896 0.0139116240893683 0.00753922754331129 0.00721535427389485
"eat" 0.00747910524970863 0.00410745091596155 0.00501672240802676 0.0115930200744736 0.00408374825262695 0.00913944874693347
"fields" 0.000623258770809052 0.000821490183192311 0 0.024113481754905 0.00219894136679913 0.00913944874693347
"following" 0.00872562279132673 0.0188942742134231 0.00836120401337793 0.00463720802978942 0.00471201721456956 0.00384818894607725
"honest" 0.00311629385404526 0.000821490183192311 0.00585284280936455 0.0111292992714946 0.00439788273359825 0.01394968492953
"imagined" 0.012465175416181 0.00410745091596155 0.00668896321070234 0.00370976642383154 0.0113088413149669 0.00144307085477897
"miles" 0.0105953991037539 0.013143842931077 0.00836120401337793 0.00881069525659991 0.00408374825262695 0.00240511809129828
"narrow" 0.00249303508323621 0.000821490183192311 0.00334448160535117 0.0125204616804314 0.0078533620242826 0.00913944874693347
"niece" 0.012465175416181 0.0156083134806539 0.00250836120401338 0.00741953284766308 0.00534028617651216 0.00240511809129828
"observation" 0.00810236402051768 0.0115008625646924 0.0150501672240803 0.0032460456208526 0.00408374825262695 0.00721535427389485
"opinions" 0.00560932893728147 0.00657192146553849 0.0133779264214047 0.00370976642383154 0.010366437872053 0.00288614170955794
"result" 0.00373955262485431 0.00410745091596155 0.00752508361204013 0.00231860401489471 0.0125653792388522 0.00721535427389485
"started" 0.00186977631242716 0.00328596073276924 0.00752508361204013 0.0106655784685157 0.00628268961942608 0.0101014959834528
"stop" 0.00934888156213578 0.00328596073276924 0.00668896321070234 0.00927441605957885 0.00219894136679913 0.0125066140747511
"active" 0.00436281139566337 0.00328596073276924 0.00752508361204013 0.00510092883276837 0.010366437872053 0.00721535427389485
"beg" 0.00747910524970863 0.0139653331142693 0.00836120401337793 0.0032460456208526 0.00628268961942608 0.00625330703737554
"ben" 0 0 0 0.0204037153310735 0.0106805723530243 0.000481023618259657
"box" 0.0143349517286082 0 0 0.00602837043872625 0.00502615169554086 0.0129876376930107
"broken" 0.00186977631242716 0.00575043128234618 0.00919732441471572 0.00834697445362096 0.00659682410039738 0.00913944874693347
"capable" 0.00373955262485431 0.0147868232974616 0.0150501672240803 0.00231860401489471 0.00691095858136868 0.00481023618259657
"crying" 0 0.00164298036638462 0.00418060200668896 0.0139116240893683 0.00659682410039738 0.0101014959834528
"emma^s" 0.0492374428939151 0 0 0 0 0
"higher" 0.00623258770809052 0.00328596073276924 0.00167224080267559 0.00463720802978942 0.010366437872053 0.00962047236519313
"impression" 0.00436281139566337 0.00575043128234618 0.00585284280936455 0.00556464963574731 0.00973816891011042 0.00721535427389485
"regarded" 0.00249303508323621 0.00246447054957693 0.00668896321070234 0.00231860401489471 0.0153925895675939 0.00481023618259657
"woman^s" 0.00560932893728147 0.00328596073276924 0 0.0139116240893683 0.00691095858136868 0.00673433065563519
"apparently" 0.00249303508323621 0.00164298036638462 0.00334448160535117 0.00649209124170519 0.00879576546719651 0.0125066140747511
"bent" 0.0012465175416181 0.00246447054957693 0.00418060200668896 0.00881069525659991 0.00942403442913911 0.00913944874693347
"calm" 0.00311629385404526 0.00410745091596155 0.0150501672240803 0.0115930200744736 0.00471201721456956 0.00481023618259657
"chose" 0.00560932893728147 0.013143842931077 0.00585284280936455 0.00417348722681048 0.0081674965052539 0.00529125980085622
"corner" 0.00436281139566337 0.000821490183192311 0.00250836120401338 0.0102018576655367 0.00659682410039738 0.0115445668382318
"dancing" 0.0205675394366987 0.0172512938470385 0.00418060200668896 0.00649209124170519 0.000942403442913911 0.000962047236519313
"dinah^s" 0 0 0 0.0361702226323575 0 0
"express" 0.00934888156213578 0.0197157643966155 0.0125418060200669 0.00278232481787365 0.00345547929068434 0.0033671653278176
"formed" 0.00747910524970863 0.013143842931077 0.0192307692307692 0.00370976642383154 0.00345547929068434 0.00384818894607725
"friendly" 0.0112186578745629 0.00575043128234618 0.00585284280936455 0.00602837043872625 0.00502615169554086 0.00817740151041416
"gives" 0.0105953991037539 0.0073934116487308 0.000836120401337793 0.00741953284766308 0.00691095858136868 0.00625330703737554
"hill" 0.0137116929577991 0.00821490183192311 0.00585284280936455 0.0134479032863893 0.00125653792388522 0.00288614170955794
"indignation" 0.00498607016647242 0.00657192146553849 0.00836120401337793 0.00788325365064202 0.00659682410039738 0.00673433065563519
"instantly" 0.00872562279132673 0.0254661956789616 0.0259197324414716 0.000463720802978942 0 0.000481023618259657
"parted" 0.00623258770809052 0.0115008625646924 0.0108695652173913 0.00417348722681048 0.00565442065748347 0.00673433065563519
"remain" 0.00872562279132673 0.00821490183192311 0.0100334448160535 0.00231860401489471 0.00753922754331129 0.00625330703737554
"reply" 0.00872562279132673 0.0213587447630001 0.00919732441471572 0.00139116240893683 0.00502615169554086 0.00384818894607725
"summer" 0.0130884341869901 0.0156083134806539 0.00250836120401338 0.00834697445362096 0.00251307584777043 0.00432921256433691
"supper" 0.00560932893728147 0.00903639201511542 0.00334448160535117 0.0199399945280945 0.00125653792388522 0.0033671653278176
"arrived" 0.0112186578745629 0.0123223527478847 0.0167224080267559 0.00231860401489471 0.00376961377165565 0.0033671653278176
"becoming" 0.00747910524970863 0.00246447054957693 0.00250836120401338 0.00510092883276837 0.00753922754331129 0.0115445668382318
"bede" 0 0 0 0.0357065018293786 0 0
"bitter" 0.00186977631242716 0.00164298036638462 0.00167224080267559 0.00649209124170519 0.0081674965052539 0.0144307085477897
"complete" 0.012465175416181 0.00657192146553849 0.00668896321070234 0.00278232481787365 0.0081674965052539 0.00432921256433691
"condition" 0.00373955262485431 0.00246447054957693 0.00836120401337793 0.00695581204468414 0.00722509306233999 0.00962047236519313
"credit" 0.0112186578745629 0.0221802349461924 0.00668896321070234 0.000463720802978942 0.00376961377165565 0.00529125980085622
"direction" 0.00373955262485431 0.00821490183192311 0.00836120401337793 0.00973813686255779 0.00753922754331129 0.00288614170955794
"faces" 0.00186977631242716 0.00246447054957693 0.000836120401337793 0.0180851113161788 0.00502615169554086 0.00721535427389485
"he^ll" 0 0 0.000836120401337793 0.0180851113161788 0.00282721032874173 0.0134686613112704
"importance" 0.00747910524970863 0.0188942742134231 0.0117056856187291 0.00185488321191577 0.00596855513845477 0.00240511809129828
"joined" 0.0105953991037539 0.0230017251293847 0.0150501672240803 0.00463720802978942 0.00125653792388522 0
"laughed" 0.00997214033294484 0.00903639201511542 0.0133779264214047 0.00185488321191577 0.00628268961942608 0.00481023618259657
"religion" 0 0 0.000836120401337793 0.0111292992714946 0.0135077826817661 0.00432921256433691
"squire" 0 0 0 0.0329241770115049 0.000942403442913911 0.00144307085477897
"suit" 0.00810236402051768 0.00575043128234618 0.00167224080267559 0.0032460456208526 0.00942403442913911 0.00865842512867382
"sympathy" 0.00311629385404526 0 0.00418060200668896 0.0125204616804314 0.0084816309862252 0.00625330703737554
"trees" 0.00186977631242716 0.00328596073276924 0.00334448160535117 0.0129841824834104 0.00376961377165565 0.0125066140747511
"welcome" 0.00997214033294484 0.00985788219830773 0.0142140468227425 0.00556464963574731 0.00219894136679913 0.00625330703737554
"wretched" 0.00747910524970863 0.00821490183192311 0.0100334448160535 0.00602837043872625 0.00534028617651216 0.00625330703737554
"attached" 0.0155814692702263 0.00903639201511542 0.00836120401337793 0.00278232481787365 0.00408374825262695 0.00529125980085622
"basket" 0.00249303508323621 0 0.00501672240802676 0.0231860401489471 0.00314134480971304 0.00288614170955794
"declared" 0.00436281139566337 0.0123223527478847 0.0225752508361204 0.00278232481787365 0.00471201721456956 0.00288614170955794
"er" 0 0 0 0.031996735405547 0.000942403442913911 0.00192409447303863
"fallen" 0.00436281139566337 0.00246447054957693 0.00167224080267559 0.00927441605957885 0.00722509306233999 0.0101014959834528
"firm" 0.00249303508323621 0.00246447054957693 0.00250836120401338 0.00695581204468414 0.00565442065748347 0.0158737794025687
