ID;OWNER_AGE;OWNER_SEX;NEIGHBORHOOD;BREED;BIRTHYEAR;SEX;COLOR
112505;31-40;w;7;Border Collie;2012;m;schwarz/braun/weiss
112506;31-40;w;3;Mischling klein;2010;m;hellbraun
112507;41-50;w;2;Labrador Retriever;2011;w;creme
112536;51-60;w;10;Bichon;2012;w;weiss
112546;61-70;m;7;Portugiesischer Wasserhund;2010;w;schwarz/braun
112583;61-70;w;9;Französische Bulldogge;2012;w;schwarz/weiss
112588;31-40;w;10;Mischling klein;2012;m;hellbraun
112608;51-60;m;8;Berner Sennenhund;2012;m;braun/schwarz/weiss
112672;71-80;w;2;English Cocker Spaniel;2011;m;schwarz
112694;61-70;w;9;Mischling klein;2010;w;schwarz
112706;31-40;w;9;Zwergpudel;2012;m;schwarz
112742;61-70;w;2;Pudel;2012;w;braun
112783;41-50;m;11;Mops;2012;w;schwarz
112785;41-50;w;10;Pekingese;2012;m;schwarz/weiss
112846;81-90;m;6;Toypudel;2012;w;schwarz
112887;31-40;w;8;Zwergspitz;2012;m;orange
112888;51-60;w;11;Jack Russel Terrier;2010;m;tricolor
112891;51-60;m;7;Lhasa Apso;2010;m;braun/weiss
112896;31-40;w;8;Retriever;2007;w;rot/weiss
112903;51-60;w;1;Dackel;2015;m;schwarz/rot
112906;31-40;w;6;Berner Sennenhund;2009;w;schwarz/braun/weiss
112907;41-50;w;7;Bolonka Zwetna;2012;w;schwarz
112909;31-40;m;7;Berner Sennenhund;2011;w;tricolor
112940;31-40;w;3;Mops;2009;w;beige
112951;51-60;w;7;Zwergschnauzer;2012;w;schwarz
112959;31-40;w;8;Shiba Inu;2008;w;rot/weiss
112995;41-50;m;3;Labrador Retriever;2014;w;grau meliert
112996;41-50;m;10;Rauhaar Dackel;2010;w;saufarben
112997;21-30;w;4;Bergamasker;2012;m;braun/weiss
113004;21-30;w;10;Jack Russel Terrier;2010;w;tricolor
113017;51-60;w;7;Mops;2012;w;brindle
113020;31-40;m;11;Zwergspitz;2011;w;braun
113020;31-40;m;11;Zwergspitz;2010;m;braun
113035;71-80;w;8;Yorkshire Terrier;2012;w;tricolor
113054;71-80;w;12;Bichon frisé;2009;w;weiss
113068;21-30;w;11;Labrador Retriever;2016;m;hellbraun
113088;41-50;m;9;Labrador Retriever;2005;m;schwarz
113110;41-50;m;5;Papillon;2008;w;tricolor
113147;51-60;w;5;Mischling klein;2014;m;schwarz
113167;21-30;w;7;Malteser;2013;m;weiss
113170;51-60;m;11;Jack Russel Terrier;2004;m;weiss/schwarz
113180;41-50;w;7;Rhodesian Ridgeback;2012;w;weizen
113232;51-60;w;3;Malteser;2012;w;weiss
113243;21-30;w;11;Mops;2012;m;beige
113243;21-30;w;11;Chihuahua;2015;m;schwarz/weiss
113244;41-50;m;11;West Highland White Terrier;2012;w;weiss
113306;41-50;w;7;Labrador Retriever;2012;m;gelb
113315;61-70;w;4;Mischling klein;2005;w;grau/schwarz
113318;41-50;w;9;Labrador Retriever;2012;m;schwarz
113340;41-50;w;12;Cocker Spaniel;2006;m;rot
113372;41-50;m;10;Französische Bulldogge;2010;m;weiss/schwarz
113378;41-50;w;11;Malteser;2012;m;weiss
113404;21-30;w;8;Französische Bulldogge;2011;m;gestromt
113405;31-40;m;8;Französische Bulldogge;2011;w;weiss/schwarz
113416;31-40;w;7;Labrador Retriever;2011;w;golden
113418;51-60;m;2;Dackel;2012;w;braun
113422;41-50;w;12;Yorkshire Terrier;2012;w;black/tan
113422;41-50;w;12;Yorkshire Terrier;2014;m;beige/grau/weiss
113437;61-70;m;2;Bichon maltais;2012;m;weiss
113508;41-50;w;5;Basenji;2010;m;brindle
113517;31-40;w;6;Hovawart;2009;w;schwarz/beige
113524;31-40;w;3;Labrador Retriever;2011;m;choco
113526;51-60;w;10;Mischling gross;2012;w;schwarz
113554;61-70;w;11;Pudel;2012;w;black/tan
113559;41-50;w;7;Deutscher Schäfer;2012;w;schwarz/gelb
113605;31-40;m;10;Malteser;2007;m;weiss
113605;31-40;m;10;Französische Bulldogge;2008;m;schwarz/braun gestromt
113646;41-50;w;11;Beauceron Berge de Beauce;2006;w;schwarz
113702;31-40;w;11;Continental Bulldog;2009;m;rot/weiss
113703;21-30;w;11;Boxer;2012;m;gestromt
113709;31-40;m;8;English Cocker Spaniel;2012;m;schwarz
113739;31-40;w;7;Malteser;2009;m;weiss
113751;51-60;m;12;Malteser;2011;w;weiss
113768;21-30;w;11;Mops;2012;m;beige
113770;21-30;w;11;Yorkshire Terrier;2012;w;blue/tan
113785;31-40;m;11;Zwergschnauzer;2012;w;pfeffer/salz
113787;41-50;w;2;Chihuahua;2012;m;braun
113850;51-60;w;5;Mischling gross;2012;m;schwarz/weiss
113861;21-30;m;11;Englische Bulldogge;2012;w;hellbraun/weiss
113862;41-50;m;4;Chihuahua;2009;m;tricolor
113864;21-30;w;7;Französische Bulldogge;2012;m;weiss/schwarz
113865;71-80;m;8;Weimaraner;2012;m;silbergrau
113905;31-40;m;3;Münsterländer;2003;m;rot/weiss
113906;61-70;w;3;Mischling klein;2012;m;weiss/schwarz
113907;21-30;m;12;Französische Bulldogge;2011;m;weiss/braun
113919;41-50;w;7;Labrador Retriever;2012;w;silber
113927;31-40;w;3;Mittelpudel;2012;m;schwarz
113934;41-50;m;7;Prager Rattler;2012;m;black/tan
113953;41-50;m;11;Dobermann;2012;w;schwarz/braun
113954;41-50;w;4;Pudel;2012;w;schwarz
113977;31-40;m;4;Französische Bulldogge;2012;m;grau/weiss
113997;41-50;m;11;Border Collie;2012;w;grau/weiss
113999;61-70;m;9;Shih Tzu;2004;m;weiss/schwarz
114004;51-60;w;11;Border Collie;2012;w;schwarz
114011;41-50;w;6;Pinscher;2012;w;blondfarben
114022;61-70;w;3;Malteser;2011;m;weiss
114038;51-60;m;12;Mischling klein;2012;w;creme
114038;51-60;m;12;Entlebucher Sennenhund;2014;w;tricolor
114082;41-50;w;11;Havaneser;2012;m;weiss
114083;31-40;w;9;Malteser;2012;w;weiss
114106;31-40;m;3;Mischling gross;2009;m;weiss
114107;21-30;m;11;Mischling gross;2012;m;tricolor
114108;31-40;m;4;Chihuahua;2012;w;braun
114112;51-60;w;6;West Highland White Terrier;2004;m;weiss
114113;21-30;m;4;Französische Bulldogge;2012;m;schwarz gestromt
114119;31-40;w;1;Rauhaar Dackel;2010;m;beige
114120;61-70;w;11;Yorkshire Terrier;2013;w;schwarz/braun
114120;61-70;w;11;Yorkshire Terrier;2012;m;weiss/beige
114125;31-40;w;6;Zwergschnauzer;2004;w;pfeffer/salz
114125;31-40;w;6;Collie;2014;m;tricolor
114127;21-30;w;2;Mischling klein;2012;w;schwarz/beige
114129;31-40;m;10;Podenco Ibicenco;2009;w;schwarz/weiss
114129;31-40;m;10;Podenco Ibicenco;2009;m;braun/weiss
114131;71-80;w;2;Shih Tzu;2010;w;braun gestromt
114132;61-70;w;12;Bolonka Zwetna;2015;w;braun/grau
114133;41-50;w;3;Bolonka Zwetna;2011;w;beige/creme
114194;41-50;m;7;Mischling gross;2011;m;blond/weiss
114212;51-60;w;7;Golden Retriever;2003;m;golden
114214;51-60;m;10;Berner Sennenhund;2008;m;tricolor
114214;51-60;m;10;Parson Jack Russell Terrier;2008;w;tricolor
114248;41-50;m;11;Englische Bulldogge;2010;w;braun/weiss
114253;41-50;w;11;Deutscher Schäfer;2012;w;schwarz/gelb
114288;31-40;w;11;Rottweiler;2012;w;schwarz/braun
114290;41-50;m;6;Yorkshire Terrier;2010;m;black/tan
114294;21-30;w;11;Shih Tzu;2012;w;schwarz/weiss
114307;51-60;w;7;Neufundländer;2012;m;braun
114317;51-60;w;11;Bolonka Zwetna;2010;w;weiss
114318;31-40;m;11;Border Collie;2010;w;schwarz/weiss
114338;31-40;m;1;Beagle;2005;w;beige/weiss
114367;61-70;w;3;Harzer Fuchs;2012;w;beige/weiss
114369;21-30;w;11;Chihuahua;2012;w;braun
114392;41-50;w;7;Flat Coated Retriever;2012;m;braun
114396;31-40;w;12;Irish Terrier;2009;m;braun
114485;51-60;w;1;Chihuahua;2005;m;weiss
114485;51-60;w;1;Chihuahua;2008;w;braun
114494;31-40;w;7;Mischling gross;2011;w;braun/grau
114495;21-30;w;12;Französische Bulldogge;2012;m;gestromt
114496;41-50;w;11;Jack Russel Terrier;2007;w;weiss/braun
114499;31-40;m;2;Schäfer;2012;w;weiss
114500;21-30;w;8;Whippet;2014;w;braun
114506;41-50;m;11;Yorkshire Terrier;2012;w;schwarz/braun
114507;21-30;m;10;Französische Bulldogge;2014;m;schwarz gestromt
114509;31-40;w;3;Petit Basset Griffon;2005;m;beige
114522;31-40;w;10;Mops;2012;m;schwarz
114534;31-40;m;12;Malteser;2010;w;schwarz
114534;31-40;m;12;Jack Russel Terrier;2009;m;schwarz/weiss/braun
114538;51-60;w;8;Golden Retriever;2012;m;creme
114540;31-40;w;11;Berner Sennenhund;2012;w;schwarz/weiss
114541;31-40;m;11;Golden Retriever;2012;m;beige
114549;71-80;m;6;Eurasier;2012;w;rot
114564;31-40;w;11;Mops;2008;m;schwarz
114564;31-40;w;11;Mops;2008;w;beige
114565;21-30;w;8;Rottweiler;2013;m;schwarz/braun
114565;21-30;w;8;Mops;2010;w;beige
114583;41-50;m;6;Border Collie;2005;m;schwarz/weiss
114625;31-40;w;11;Mischling klein;2012;m;braun/weiss/schwarz
114632;71-80;w;9;Mischling gross;2007;m;braun/schwarz
114650;41-50;w;2;Jack Russel Terrier;2012;w;creme
114673;41-50;w;10;Pinscher;2011;m;schwarz
114819;41-50;m;10;Mischling klein;2008;m;schwarz/braun/weiss
114869;31-40;w;5;Dachshund;2011;w;schwarz/rot
114913;51-60;m;3;Französische Bulldogge;2014;m;weiss/braun
114913;51-60;m;3;Französische Bulldogge;2011;m;rot/weiss
114919;31-40;m;12;Labrador Retriever;2012;m;schwarz
114925;31-40;w;3;Jack Russel Terrier;2012;w;tricolor
114926;61-70;m;3;Yorkshire Terrier;2012;m;schwarz/braun/beige
114927;51-60;w;10;Cocker Spaniel;2007;m;rot/beige
114996;61-70;w;2;Zwergschnauzer;2009;w;grau/weiss
115009;61-70;w;11;Rottweiler;2005;w;schwarz/braun
115039;41-50;m;7;Labrador Retriever;2012;m;gelb
115045;31-40;m;11;Labrador Retriever;2016;w;tricolor
115065;41-50;w;8;Havaneser;2012;m;beige
115066;31-40;w;8;Parson Russell Terrier;2012;m;tricolor
115067;31-40;m;11;Chihuahua;2012;w;beige
115117;31-40;w;8;Deutscher Schäfer;2007;m;braun/schwarz
115119;41-50;m;3;Mischling klein;2010;m;hellbraun
115120;51-60;w;11;Basenji;2013;w;rot/weiss
115124;41-50;m;11;Prager Rattler;2012;w;schwarz
115125;21-30;w;4;Labrador Retriever;2013;m;golden
115126;21-30;w;7;Pudel;2009;w;schwarz
115128;41-50;m;3;Schweizer Sennenhund;2012;w;tricolor
115138;41-50;w;2;West Highland White Terrier;2006;m;weiss
115141;21-30;w;7;Griffon;2009;w;rot/braun
115141;21-30;w;7;Mischling klein;2014;w;beige/weiss
115145;61-70;w;6;Cairn Terrier;2012;m;weizen
115150;21-30;w;11;Border Collie;2010;m;schwarz/weiss
115152;51-60;w;11;Jack Russel Terrier;2010;m;weiss/braun/schwarz
115155;51-60;w;11;Zwergspitz;2012;m;schwarz/braun
115158;31-40;w;9;Zwergpinscher;2010;m;schwarz/braun
115159;31-40;m;3;Mops;2012;w;beige
115179;41-50;m;12;Chihuahua;2012;m;rot/braun
115183;61-70;w;11;Biewer Yorkshire Terrier;2007;m;tricolor
115185;31-40;w;8;Golden Retriever;2002;w;golden
115186;21-30;w;11;Rottweiler;2012;m;schwarz/braun
115197;41-50;w;5;Golden Retriever;2006;m;blondfarben
115209;41-50;w;2;Mittelschnauzer;2013;w;schwarz
115213;41-50;w;12;Chihuahua;2009;w;weiss/beige
115222;41-50;w;2;Chihuahua;2012;w;beige
115246;31-40;w;3;Chihuahua;2008;w;beige
115343;31-40;w;8;Dachshund;2012;m;black/tan
115343;31-40;w;8;Dachshund;2012;w;black/tan
115387;51-60;w;9;Jack Russel Terrier;2012;w;weiss/braun
115389;51-60;w;8;Galgo Español;2010;w;schwarz
115393;51-60;w;10;Deutscher Schäfer;2009;m;schwarz/braun
115394;31-40;m;10;Biewer Yorkshire Terrier;2013;w;weiss/schwarz/braun
115395;31-40;m;10;Rottweiler;2012;m;black/tan
115396;41-50;w;12;Chihuahua;2011;w;weiss/beige
115402;21-30;w;1;Mops;2011;w;beige
115407;51-60;m;9;Tibet Terrier;2003;m;grau/schwarz
115411;51-60;w;9;Chihuahua;2012;w;weiss
115420;41-50;w;12;Chihuahua;2012;m;braun
115431;61-70;m;12;Pekingese;2008;m;braun
115431;61-70;m;12;Labrador Retriever;2013;w;braun
115431;61-70;m;12;Pekingese;2009;w;braun
115445;61-70;w;3;Französische Bulldogge;2012;w;weiss/blau
115446;41-50;w;7;Lagotto Romagnolo;2013;m;braun
115455;21-30;w;2;Beagle;2012;m;tricolor
115456;51-60;w;3;Bichon Havanais;2012;m;braun/schwarz
115482;51-60;w;12;Yorkshire Terrier;2010;w;hellbraun/weiss
115516;61-70;m;4;Chihuahua;2012;w;beige
115516;61-70;m;4;Chihuahua;2012;m;schwarz/braun
115540;71-80;m;11;Mischling klein;2012;m;schwarz/beige
115541;71-80;w;3;Chihuahua;2012;m;hellbraun
115563;51-60;m;3;Mischling klein;2009;m;schwarz
115660;61-70;m;10;Boxer;2013;w;dunkel gestromt
115662;81-90;m;11;Yorkshire Terrier;2012;w;blue/tan
115663;51-60;w;5;Miniature Bull Terrier;2012;w;weiss
115664;41-50;m;4;Pinscher;2012;w;braun/schwarz
115665;41-50;w;12;Jack Russel Terrier;2001;w;schwarz/weiss
115667;41-50;m;7;Jack Russel Terrier;2010;w;weiss/orange
115669;21-30;w;4;Französische Bulldogge;2012;m;dunkel gestromt
115675;21-30;w;9;Cocker Spaniel;2009;w;hellbraun
115685;41-50;w;9;Mischling klein;2012;w;grau/weiss
115688;41-50;w;8;Labrador Retriever;2013;w;schwarz
115702;31-40;w;2;Mischling klein;2012;m;tricolor
115708;51-60;m;4;Havaneser;2013;w;schwarz
115718;61-70;w;3;Pekingese;2011;w;beige
115722;51-60;w;11;Pekingese;2013;w;braun/weiss
115724;51-60;w;12;Kleinspitz;2013;m;weiss
115728;61-70;w;8;Malteser;2008;w;weiss
115731;21-30;m;9;Malteser;2012;m;weiss
115749;31-40;m;10;Zwergspitz;2013;m;weiss
115753;71-80;w;7;Cavalier King Charles Spaniel;2013;w;weiss/braun
115769;21-30;m;4;Pinscher;2004;w;schwarz
115771;51-60;m;6;Yorkshire Terrier;2007;w;blue/tan
115771;51-60;m;6;Yorkshire Terrier;2007;w;blue/tan
115774;21-30;w;2;Chihuahua;2012;m;hellbraun
115776;41-50;w;12;Berner Sennenhund;2013;w;tricolor
115777;21-30;w;9;Französische Bulldogge;2012;m;beige/braun
115813;61-70;m;9;Yorkshire Terrier;2001;m;steelblue
115873;31-40;w;11;Mischling klein;2005;m;braun
115876;21-30;w;11;Mischling gross;2012;w;braun
115912;71-80;w;7;Sheltie;2014;w;schwarz/weiss
115913;21-30;m;11;Rauhaar Dackel;2009;m;braun
115913;21-30;m;11;Rauhaar Dackel;2013;w;braun
115915;41-50;w;2;Mischling gross;2010;w;dunkel gestromt
115931;51-60;w;10;Labrador Retriever;2006;m;braun
115933;31-40;m;4;Lhasa Apso;2003;m;weiss/schwarz
115934;31-40;w;5;Englische Bulldogge;2013;m;weiss
115939;51-60;w;10;Berner Sennenhund;2013;m;tricolor
116007;21-30;w;4;Chihuahua;2010;m;rot/beige
116052;31-40;w;10;Mischling gross;2007;m;blondfarben
116059;61-70;w;3;Ratero;2011;m;schwarz/weiss
116082;21-30;w;8;Parson Jack Russell Terrier;2011;m;tricolor
116095;51-60;w;1;Parson Russell Terrier;2013;m;weiss/schwarz
116112;41-50;w;7;Parson Jack Russell Terrier;2013;m;weiss/orange
116143;31-40;m;11;Chihuahua;2013;m;schwarz/weiss
116145;51-60;w;2;Golden Retriever;2013;w;golden
116147;51-60;w;11;Australian Terrier;2013;w;schwarz/braun
116197;21-30;m;10;Labrador Retriever;2011;m;blondfarben
116213;41-50;w;9;Curly Coated Retriever;2012;w;hellbraun
116226;31-40;m;5;Flat Coated Retriever;2013;m;schwarz
116230;41-50;w;2;Golden Retriever;2013;w;beige
116231;51-60;w;5;Mischling klein;2012;m;schwarz/braun/weiss
116238;21-30;w;3;Pinscher;2016;w;schwarz/braun
116238;21-30;w;3;Pinscher;2012;m;braun
116263;51-60;m;10;Französische Bulldogge;2013;w;gestromt
116267;41-50;m;6;Mops;2010;w;beige/schwarz
116270;21-30;m;4;Französische Bulldogge;2013;w;choco
116280;21-30;w;12;Mischling gross;2011;m;braun
116285;21-30;w;9;Shih Tzu;2013;w;weiss/braun
116317;51-60;w;6;Mischling klein;2012;m;schwarz/weiss
116320;41-50;m;11;King Charles Spaniel;2011;w;schwarz/braun
116321;51-60;w;10;Malteser;2006;w;weiss
116324;61-70;w;2;Terrier;2011;w;tricolor
116356;51-60;w;7;Labrador Retriever;2013;m;schwarz
116388;51-60;m;11;Mischling klein;2007;w;tricolor
116396;31-40;m;9;Shih Tzu;2013;w;weiss/braun
116413;51-60;w;8;Border Collie;2008;w;schwarz/weiss
116418;41-50;w;10;Deutsche Dogge;2014;w;schwarz
116437;31-40;w;3;Labrador Retriever;2012;w;tricolor
116460;51-60;m;8;Katalanischer Schäferhund;2012;m;schwarz
116461;31-40;m;2;Labrador Retriever;2008;m;braun
116496;41-50;w;7;Vorstehhund;2012;m;braun
116530;31-40;w;9;Pudel;2011;m;weiss
116538;41-50;m;7;Boston Terrier;2012;m;schwarz/weiss
116542;21-30;w;3;Mischling klein;2010;w;weiss/schwarz
116547;41-50;m;10;Malteser;2004;w;weiss
116548;31-40;m;10;Bergamasker;2013;w;schwarz
116548;31-40;m;10;Spinone;2009;w;braun
116549;31-40;w;10;Mischling klein;2012;w;hellbraun
116553;51-60;w;12;Berner Sennenhund;2013;w;tricolor
116556;41-50;w;2;Japan Chin;2012;m;weiss/schwarz
116559;51-60;w;10;Hovawart;2013;w;blondfarben
116572;41-50;w;2;Sheltie;2008;w;tricolor
116574;61-70;w;7;Griffon;2011;w;black/tan
116594;51-60;w;9;Chihuahua;2010;w;beige
116594;51-60;w;9;Chihuahua;2010;w;beige
116596;31-40;m;3;West Highland White Terrier;2012;m;weiss
116609;81-90;w;6;Parson Russell Terrier;2013;w;weiss/schwarz
116616;51-60;w;7;Lhasa Apso;2013;m;zobel/weiss
116623;41-50;w;11;Yorkshire Terrier;2011;m;grau/braun
116627;21-30;w;12;Pinscher;2013;w;braun gestromt
116633;21-30;w;2;Jack Russel Terrier;2012;w;braun/weiss
116634;21-30;w;11;Rehpinscher;2007;m;schwarz/braun
116679;31-40;w;9;Cairn Terrier;2010;w;brindle
116697;21-30;w;6;Parson Jack Russell Terrier;2007;m;weiss/braun
116741;51-60;m;9;Pinscher;2013;m;schwarz
116759;21-30;w;7;Magyar Viszla;2011;w;braun
116774;31-40;m;1;Mischling klein;2012;w;schwarz
116784;41-50;w;3;Labrador Retriever;2013;w;braun
116798;51-60;w;12;Malinois;2004;m;hellbraun
116800;51-60;w;10;Havaneser;2013;m;schwarz/weiss
116806;21-30;w;9;Chihuahua;2007;m;beige/weiss
116824;51-60;m;9;Zwergpudel;2003;m;schwarz
116825;31-40;w;11;Yorkshire Terrier;2013;m;schwarz/braun
116825;31-40;w;11;Yorkshire Terrier;2012;w;schwarz/beige
116832;31-40;w;7;Labrador Retriever;2012;m;braun
116833;41-50;w;3;Zwergpinscher;2012;w;schwarz/braun
116841;31-40;w;3;Französische Bulldogge;2013;m;weiss/schwarz
116859;21-30;m;3;Chihuahua;2009;m;weiss
116889;31-40;w;4;Labrador Retriever;2007;m;braun
116891;51-60;m;9;Pekingese;2012;w;braun/schwarz
116892;31-40;w;5;Chihuahua;2006;w;weiss
116902;31-40;w;3;Chihuahua;2012;m;braun
116904;41-50;w;2;Malteser;2012;m;weiss
116910;31-40;m;11;Bolonka Zwetna;2009;m;schwarz/weiss
116950;31-40;w;12;Miniature Australien Shepard;2014;m;red merle
116950;31-40;w;12;Miniature Australien Shepard;2012;w;tricolor
116954;31-40;w;9;Mischling klein;2008;m;braun
116966;41-50;m;12;Border Collie;2010;w;blue/merle
116970;41-50;w;2;West Highland White Terrier;2012;m;weiss
116970;41-50;w;2;West Highland White Terrier;2012;w;weiss
116988;51-60;m;6;Grosspudel;2002;w;weiss
116988;51-60;m;6;Grosspudel;2004;w;weiss
117003;51-60;w;7;Golden Retriever;2013;w;creme
117026;31-40;w;9;Pekingese;2012;w;schwarz/weiss
117027;51-60;w;7;Mischling klein;2016;m;hellbraun
117032;51-60;m;6;Mischling gross;2013;w;tricolor
117049;31-40;w;9;Chihuahua;2009;m;weiss/schwarz
117131;41-50;w;11;Pekingese;2011;w;schwarz/weiss
117167;21-30;w;7;Labrador Retriever;2013;w;schwarz
117175;31-40;w;11;Labrador Retriever;2013;w;schwarz
117180;41-50;w;11;Chihuahua;2013;w;braun
117195;71-80;w;12;Tibet Terrier;2003;m;dunkelbraun
117201;41-50;w;6;Border Terrier;2013;w;grizzle
117203;31-40;m;11;Französische Bulldogge;2013;w;beige
117213;71-80;w;7;Mischling klein;2011;w;tricolor
117214;71-80;m;10;Flat Coated Retriever;2013;m;schwarz
117218;71-80;m;9;Kromfohrländer;2013;m;weiss/braun
117239;21-30;w;9;Cairn Terrier;2010;m;grau
117245;31-40;w;12;Englische Bulldogge;2013;w;tricolor
117282;41-50;w;7;Husky;2016;m;beige
117284;31-40;w;11;Französische Bulldogge;2011;m;weiss/schwarz
117298;41-50;w;3;Bolonka Zwetna;2010;w;schwarz/weiss
117298;41-50;w;3;Bolonka Zwetna;2013;m;schwarz/braun/weiss
117309;51-60;w;7;Foxterrier;2009;w;weiss/schwarz/braun
117311;31-40;w;3;Französische Bulldogge;2013;m;weiss/schwarz
117333;41-50;m;2;Spanischer Wasserhund;2012;m;weiss/schwarz
117373;21-30;w;9;Chihuahua;2008;m;black/tan
117374;31-40;w;4;Yorkshire Terrier;2012;m;schwarz
117377;61-70;w;2;Labrador Retriever;2013;w;gelb
117384;41-50;w;11;Berner Sennenhund;2013;m;tricolor
117386;21-30;m;10;Mischling klein;2005;w;tricolor
117397;nov/20;w;11;Pinscher;2013;w;schwarz/braun
117441;31-40;w;9;Yorkshire Terrier;2012;m;blue/tan
117447;51-60;m;3;Labrador Retriever;2013;w;schwarz/braun
117450;31-40;w;7;Mischling gross;2010;w;braun/schwarz
117451;51-60;m;11;Spitz;2013;w;hellbraun
117452;51-60;m;2;Weimaraner;2013;w;grau/braun
117453;41-50;w;10;Mischling gross;2013;w;tricolor
117456;21-30;w;9;Spitz;2012;w;weiss
117493;51-60;w;6;Jack Russel Terrier;2013;w;tricolor
117494;51-60;w;11;Mischling gross;2011;w;tricolor
117497;61-70;w;7;Französische Bulldogge;2012;w;weiss/gelb
117555;21-30;w;2;Chihuahua;2013;w;sandfarbig
117557;21-30;w;4;Chihuahua;2012;w;schwarz
117576;41-50;w;5;Yorkshire Terrier;2009;w;blue/tan
117591;41-50;m;7;Cocker Spaniel;2010;m;zobel beige
117596;31-40;m;9;Jack Russel Terrier;2012;m;weiss/braun
117597;41-50;w;10;Bolonka Zwetna;2013;m;goldbraun
117601;31-40;w;4;Französische Bulldogge;2012;m;schwarz/braun
117618;31-40;m;7;Labrador Retriever;2012;w;gelb
117627;21-30;m;9;Chihuahua;2013;m;beige
117643;51-60;w;6;Australian Shepherd;2011;m;schwarz
117645;41-50;m;11;Havaneser;2013;m;grau
117666;31-40;m;6;Vizsla;2012;w;gelb
117672;31-40;m;11;Yorkshire Terrier;2013;m;schwarz
117691;31-40;w;4;Malteser;2013;m;weiss
117705;31-40;w;5;Weimaraner;2015;w;grau
117714;31-40;m;10;Schäfer;2008;m;schwarz
117716;21-30;w;9;Zwergpinscher;2013;m;schwarz/braun
117722;71-80;w;7;Pudel;2013;m;schwarz/beige
117723;31-40;m;11;Chihuahua;2013;m;beige/schwarz
117724;21-30;w;3;Mops;2013;w;beige
117803;51-60;w;7;Zwergpudel;2015;m;apricot
117803;51-60;w;7;Schäfer;2013;w;braun/schwarz
117804;41-50;w;7;Labradoodle;2013;m;weiss/braun
117858;21-30;w;3;Chihuahua;2013;w;tricolor
117859;61-70;w;11;English Cocker Spaniel;2013;w;rot/weiss
117866;51-60;m;8;Golden Retriever;2009;w;golden
117869;51-60;w;2;Terrier;2011;w;tricolor
117879;71-80;w;10;Havaneser;2013;w;schwarz/weiss
117885;21-30;w;11;Schäfer;2012;w;schwarz/braun
117892;51-60;w;10;Labrador Retriever;2007;w;blondfarben
117901;41-50;w;8;Parson Russell Terrier;2013;m;tricolor
117908;51-60;w;5;Yorkshire Terrier;2008;w;blue/steel
117910;31-40;w;7;English Toy Terrier;2013;w;schwarz/loh
117912;21-30;w;3;Mischling klein;2013;m;weiss/beige
117917;61-70;w;3;Königspudel;2013;w;braun
117935;41-50;w;11;Labrador Retriever;2015;m;blondfarben
117935;41-50;w;11;Flat Coated Retriever;2013;m;schwarz
117944;51-60;m;8;Italienisches Windspiel;2006;m;blau
117945;21-30;w;2;Shiba Inu;2013;w;rot
117949;31-40;w;10;Beagle;2011;w;tricolor
117962;41-50;w;7;Dachshund;2010;m;fauve
117962;41-50;w;7;English Cocker Spaniel;2003;m;schwarz/weiss
117962;41-50;w;7;Dackel;2009;m;schwarz/braun
117965;51-60;w;9;Malinois;2007;m;fauve
117966;51-60;w;3;Chihuahua;2014;m;tricolor
117966;51-60;w;3;Chihuahua;2013;w;beige/braun
117967;41-50;m;12;Zwergpinscher;2011;m;rot
117969;31-40;m;2;Jack Russel Terrier;2012;m;tricolor
117975;31-40;w;12;Chinese Foo Dog;2013;m;beige/schwarz
117976;51-60;w;2;Bolonka Zwetna;2013;w;schwarz/weiss
117985;31-40;w;9;Deutscher Pinscher;2014;m;schwarz
117994;61-70;w;6;Bearded Collie;2010;m;blau/weiss
118030;31-40;w;3;Chihuahua;2012;m;hellbraun
118049;41-50;w;7;King Charles Spaniel;2011;m;weiss/beige
118052;21-30;w;6;Boxer;2012;w;schwarz/weiss
118056;51-60;m;9;Dogo Argentino;2011;m;weiss
118077;61-70;m;11;Foxterrier;2008;m;tricolor
118104;71-80;w;11;Labrador Retriever;2011;m;braun
118105;31-40;w;11;Labrador Retriever;2012;w;schwarz
118114;21-30;m;11;Chihuahua;2008;m;braun
118114;21-30;m;11;Chihuahua;2007;w;braun
118115;71-80;w;5;Dackel;2013;w;sandfarbig
118119;41-50;w;1;Spitz;2009;w;schwarz/weiss/beige
118131;21-30;m;1;Deutscher Schäfer;2014;m;schwarz
118143;41-50;w;6;Zwergspitz;2015;w;weiss
118143;41-50;w;6;Zwergspitz;2011;m;schwarz/weiss
118148;61-70;m;2;Mittelpudel;2005;w;apricot
118155;41-50;m;11;Husky;2006;w;braun/weiss
118160;31-40;m;2;Yorkshire Terrier;2012;w;schwarz/beige
118166;41-50;w;2;Golden Retriever;2009;w;golden
118182;31-40;m;9;Mischling gross;2009;w;beige
118192;61-70;w;2;Biewer Yorkshire Terrier;2013;m;schwarz
118203;61-70;w;9;Bolonka Zwetna;2013;w;braun/weiss
118204;41-50;w;8;Pudel;2012;w;schwarz
118220;41-50;w;5;Zwergspitz;2012;m;schwarz
118221;21-30;m;9;Französische Bulldogge;2013;m;weiss/blau
118223;41-50;w;3;Sibirischer Husky;2012;w;weiss/grau
118236;51-60;w;10;Bobtail;2013;w;grau/weiss
118238;41-50;w;7;Havaneser;2012;m;weiss/beige
