"ABronte_Agnes" "ABronte_Tenant" "Austen_Emma" "Austen_Pride" "Austen_Sense" "CBronte_Jane" "CBronte_Professor" "CBronte_Villette" "Dickens_Bleak" "Dickens_David" "Dickens_Hard"
"promise" 0.0263512326521052 0.0107591796723232 0.0137116929577991 0.0139653331142693 0.0183946488294314 0.0154984074050322 0.00450455523147783 0.0123594116920035 0.00703145874643153 0.00755035668444263 0.00674269862063651
"smiling" 0.0131756163260526 0.0197251627325925 0.0193210218950806 0.00821490183192311 0.0100334448160535 0.006413134098634 0.00900911046295566 0.0118444362048366 0.011812850694005 0.00782999952460717 0.00481621330045465
"warm" 0.00585582947824559 0.00956371526428729 0.0174512455826535 0.00492894109915386 0.0100334448160535 0.0122918403557152 0.014639804502303 0.0242038478968401 0.00956278389514689 0.00699107100411355 0.00481621330045465
"spoken" 0.0131756163260526 0.0143455728964309 0.0186977631242716 0.013143842931077 0.0117056856187291 0.0122918403557152 0.0112613880786946 0.00772463230750216 0.00956278389514689 0.00643178532378446 0.013485397241273
"closed" 0.0014639573695614 0.0167365017125028 0.00685584647889957 0.00492894109915386 0.00250836120401338 0.0197738301374548 0.0247750537731281 0.0200840439995056 0.00675020039657427 0.00699107100411355 0.014448639901364
"foot" 0.0043918721086842 0.00836825085625138 0.00436281139566337 0.000821490183192311 0.00167224080267559 0.0154984074050322 0.0135136656944335 0.0118444362048366 0.0123753673937195 0.0137024991680625 0.0260075518224551
"hoped" 0.0248872752825438 0.0119546440803591 0.0268001271447892 0.0164298036638462 0.0158862876254181 0.00374099489086983 0.00563069403934729 0.00308985292300087 0.00928152554528963 0.00922821372542988 0.00770594128072744
"pounds" 0.00731978684780699 0.00119546440803591 0.00249303508323621 0.0197157643966155 0.0342809364548495 0.0138951238803737 0.00337841642360837 0.00205990194866724 0.0132191424432913 0.0128635706475689 0.00866918394081837
"sensible" 0.0117116589564912 0.013150108488395 0.0155814692702263 0.0262876858621539 0.0108695652173913 0.006413134098634 0.012387526886564 0.00720965682033535 0.00900026719543236 0.00978749940575896 0.00674269862063651
"sun" 0.00585582947824559 0.0113569118763412 0.00373955262485431 0 0.00250836120401338 0.0171016909296907 0.0213966373495197 0.0185391175380052 0.0112503339942905 0.0106264279262526 0.013485397241273
"difficulty" 0.0131756163260526 0.0113569118763412 0.0186977631242716 0.00657192146553849 0.0158862876254181 0.00908527330639817 0.0112613880786946 0.00514975487166811 0.0104065589447187 0.0123042849672398 0.00674269862063651
"hopes" 0.0263512326521052 0.0239092881607182 0.0130884341869901 0.0188942742134231 0.0150501672240803 0.00587870625708117 0.0112613880786946 0.0046347793845013 0.0101253005948614 0.00559285680329084 0.00385297064036372
"led" 0.014639573695614 0.00896598306026934 0.0155814692702263 0.0147868232974616 0.0142140468227425 0.0149639795634793 0.0112613880786946 0.0144193136406707 0.00393761689800166 0.010346785086088 0.00770594128072744
"unless" 0.0263512326521052 0.0239092881607182 0.00623258770809052 0.0164298036638462 0.00334448160535117 0.00534427841552834 0.00337841642360837 0.00669468133316854 0.00928152554528963 0.0117449992869108 0.0163751252215458
"weather" 0.014639573695614 0.0113569118763412 0.0249303508323621 0.00492894109915386 0.0158862876254181 0.0048098505739755 0.00450455523147783 0.00978453425616941 0.0135004007931485 0.00699107100411355 0.0105956692610002
"desire" 0.0161035310651754 0.0191274305285746 0.000623258770809052 0.0188942742134231 0.020066889632107 0.0133606960388208 0.0101352492708251 0.00514975487166811 0.0104065589447187 0.00810964236477171 0.00770594128072744
"servant" 0.00731978684780699 0.0119546440803591 0.00373955262485431 0.0123223527478847 0.0158862876254181 0.0176361187712435 0.0168920821180419 0.0102995097433362 0.0106878172945759 0.00894857088526534 0.00577945596054558
"shaking" 0.00731978684780699 0.00597732204017956 0.00249303508323621 0.00164298036638462 0 0.00374099489086983 0.00112613880786946 0.00205990194866724 0.018281792740722 0.0257271412951379 0.0183016105417277
"huntingdon" 0 0.124328298435735 0 0 0 0 0 0 0 0 0
"returns" 0 0.00119546440803591 0 0.00164298036638462 0 0.00213771136621133 0 0 0.0545641198723087 0.00167785704098725 0
"fixed" 0.0029279147391228 0.0119546440803591 0.012465175416181 0.0180727840302308 0.020066889632107 0.0117574125141623 0.00675683284721675 0.0164792155893379 0.00759397544614606 0.006711428163949 0.00770594128072744
"serious" 0.00585582947824559 0.0221160915486644 0.0193210218950806 0.0197157643966155 0.0192307692307692 0.00587870625708117 0.014639804502303 0.00566473035883492 0.00534390864728797 0.00838928520493626 0.00385297064036372
"begin" 0.0190314458042982 0.0053795898361616 0.0193210218950806 0.0106793723815 0.00585284280936455 0.00374099489086983 0.012387526886564 0.00669468133316854 0.0126566257435768 0.0120246421270753 0.013485397241273
"carried" 0.0117116589564912 0.00657505424419751 0.00311629385404526 0.00657192146553849 0.0133779264214047 0.0106885568310567 0.00675683284721675 0.0144193136406707 0.0120941090438622 0.0128635706475689 0.014448639901364
"expressed" 0.0131756163260526 0.00717278644821547 0.00623258770809052 0.0213587447630001 0.0125418060200669 0.0117574125141623 0.0135136656944335 0.00926955876900259 0.00984404224500415 0.0109060707664171 0.00770594128072744
"c" 0.0190314458042982 0.0053795898361616 0.00311629385404526 0 0.00501672240802676 0.016032835246585 0.0315318866203448 0.0185391175380052 0.0163129842917212 0.00559285680329084 0
"to-morrow" 0.0161035310651754 0.0227138237526823 0.0168279868118444 0.0123223527478847 0.00585284280936455 0.0133606960388208 0.0101352492708251 0.00720965682033535 0.012937884093434 0 0.0125221545811821
"beg" 0.00585582947824559 0.013747840692413 0.00747910524970863 0.0139653331142693 0.00836120401337793 0.00534427841552834 0.00450455523147783 0.00102995097433362 0.0165942426415784 0.0139821420082271 0.0125221545811821
"consideration" 0.0131756163260526 0.00657505424419751 0.0149582104994173 0.0115008625646924 0.0100334448160535 0.0016032835246585 0.00563069403934729 0.00154492646150043 0.0180005343908647 0.0123042849672398 0.014448639901364
"paper" 0.00585582947824559 0.00777051865223343 0.00810236402051768 0.00410745091596155 0.00585284280936455 0.0080164176232925 0.00563069403934729 0.00772463230750216 0.0188443094404365 0.013422856327898 0.0115589119210912
"send" 0.0102477015869298 0.0113569118763412 0.0143349517286082 0.0197157643966155 0.00919732441471572 0.0176361187712435 0.00563069403934729 0.0144193136406707 0.0073127170962888 0.00615214248361992 0.00577945596054558
"forgotten" 0.0190314458042982 0.0149433051004489 0.011841916645372 0.00985788219830773 0.00501672240802676 0.0112229846726095 0.00900911046295566 0.0175091665636716 0.0073127170962888 0.00978749940575896 0.00385297064036372
"park" 0.0468466358259647 0.0107591796723232 0.0012465175416181 0.0180727840302308 0.0434782608695652 0.00267213920776417 0.00675683284721675 0.0159642401021711 0.00900026719543236 0.000559285680329084 0.00096324266009093
"proud" 0.00731978684780699 0.00896598306026934 0.00498607016647242 0.0180727840302308 0.00752508361204013 0.00748198978173967 0.0112613880786946 0.0123594116920035 0.0101253005948614 0.0131432134877335 0.0125221545811821
"rich" 0.0175674884347368 0.0053795898361616 0.00872562279132673 0.00985788219830773 0.0133779264214047 0.0171016909296907 0.0157659433101724 0.0154492646150043 0.011812850694005 0.00419464260246813 0.00674269862063651
"yours" 0.00585582947824559 0.0149433051004489 0.00436281139566337 0.0164298036638462 0.0117056856187291 0.012826268197268 0.00788297165508621 0.0118444362048366 0.00956278389514689 0.00950785656559442 0.0096324266009093
"blue" 0.0102477015869298 0.0101614474683052 0.00249303508323621 0.00164298036638462 0.000836120401337793 0.016032835246585 0.0157659433101724 0.0242038478968401 0.00759397544614606 0.0128635706475689 0.00577945596054558
"health" 0.0234233179129824 0.013747840692413 0.0218140569783168 0.0147868232974616 0.0108695652173913 0.00908527330639817 0.014639804502303 0.0128743871791703 0.00506265029743071 0.00503357112296175 0.00481621330045465
"jo" 0 0 0 0 0 0 0 0 0.0565329283213095 0 0
"position" 0.00878374421736839 0.00956371526428729 0 0.000821490183192311 0.000836120401337793 0.012826268197268 0.0259011925809975 0.0164792155893379 0.0109690756444332 0.0114653564467462 0.0173383678816367
"pupils" 0.0614862095215787 0 0 0 0 0.00748198978173967 0.0574330792013424 0.0453178428706794 0.00168755009914357 0 0
"across" 0.00731978684780699 0.00836825085625138 0.00436281139566337 0.00410745091596155 0.00585284280936455 0.009619701147951 0.00450455523147783 0.00823960779466897 0.0168755009914357 0.0151007133688853 0.0096324266009093
"green" 0.0322070621303508 0.00358639322410774 0 0.00246447054957693 0.00250836120401338 0.0144295517219265 0.0326580254282143 0.0164792155893379 0.0087190088455751 0.0109060707664171 0.00770594128072744
"reading" 0.0248872752825438 0.00777051865223343 0.00934888156213578 0.0115008625646924 0.00585284280936455 0.0101541289895038 0.0101352492708251 0.0154492646150043 0.00815649214586058 0.0111857136065817 0.00674269862063651
"altogether" 0.00585582947824559 0.0113569118763412 0.0143349517286082 0.00657192146553849 0.0125418060200669 0.00267213920776417 0.00337841642360837 0.00772463230750216 0.0115315923441477 0.0128635706475689 0.0192648532018186
"extremely" 0.0161035310651754 0.00298866102008978 0.0411350788733974 0.0123223527478847 0.0108695652173913 0.000534427841552834 0.00563069403934729 0.00102995097433362 0.0073127170962888 0.0128635706475689 0.00866918394081837
"hat" 0.00585582947824559 0.00896598306026934 0.000623258770809052 0.00164298036638462 0.00167224080267559 0.00534427841552834 0.012387526886564 0.00720965682033535 0.0191255677902938 0.0139821420082271 0.0211913385220005
"jennings" 0 0 0 0 0.166387959866221 0 0 0 0 0 0
"slight" 0.0131756163260526 0.0203228949366105 0.0105953991037539 0.0147868232974616 0.00752508361204013 0.0048098505739755 0.0202704985416502 0.0139043381535039 0.00562516699714523 0.00643178532378446 0.014448639901364
"advantage" 0.0043918721086842 0.0161387695084848 0.0168279868118444 0.0279306662285386 0.0209030100334448 0.00534427841552834 0.0135136656944335 0.0046347793845013 0.0073127170962888 0.00503357112296175 0.00674269862063651
"receive" 0.0117116589564912 0.00717278644821547 0.00623258770809052 0.0230017251293847 0.0133779264214047 0.0080164176232925 0.0112613880786946 0.00772463230750216 0.0104065589447187 0.0109060707664171 0.00770594128072744
"skimpole" 0 0 0 0 0 0 0 0 0.0556891532717378 0 0
"worth" 0.00731978684780699 0.00956371526428729 0.0186977631242716 0.0123223527478847 0.0192307692307692 0.00748198978173967 0.00675683284721675 0.00720965682033535 0.00956278389514689 0.00810964236477171 0.0115589119210912
"writing" 0.00585582947824559 0.00657505424419751 0.00685584647889957 0.00985788219830773 0.0125418060200669 0.00587870625708117 0.0157659433101724 0.00514975487166811 0.0168755009914357 0.0123042849672398 0.00577945596054558
"express" 0.00878374421736839 0.00956371526428729 0.00934888156213578 0.0197157643966155 0.0125418060200669 0.00908527330639817 0.00563069403934729 0.00514975487166811 0.00815649214586058 0.013422856327898 0.0115589119210912
"understood" 0.0029279147391228 0.00298866102008978 0.0143349517286082 0.0106793723815 0.0117056856187291 0.006413134098634 0.00900911046295566 0.0102995097433362 0.012937884093434 0.0111857136065817 0.013485397241273
"act" 0.0117116589564912 0.0101614474683052 0.00934888156213578 0.0073934116487308 0.00836120401337793 0.0133606960388208 0.014639804502303 0.00772463230750216 0.00900026719543236 0.0106264279262526 0.013485397241273
"anybody" 0.0029279147391228 0.0053795898361616 0 0.0188942742134231 0.00836120401337793 0.0048098505739755 0.00337841642360837 0.00617970584600173 0.0137816591430058 0.0195749988115179 0.00866918394081837
"fall" 0.00878374421736839 0.013747840692413 0.00623258770809052 0.0073934116487308 0.00501672240802676 0.0112229846726095 0.0112613880786946 0.00772463230750216 0.0112503339942905 0.010346785086088 0.0183016105417277
"forth" 0.00731978684780699 0.013747840692413 0.00311629385404526 0.00328596073276924 0.0108695652173913 0.00534427841552834 0.0101352492708251 0.0159642401021711 0.012937884093434 0.0109060707664171 0.0105956692610002
"resolved" 0.00585582947824559 0.00358639322410774 0.0174512455826535 0.0254661956789616 0.0234113712374582 0.0138951238803737 0.00675683284721675 0.00360482841016768 0.00478139194757344 0.0100671422459235 0.00674269862063651
"arthur" 0 0.115960047579483 0.000623258770809052 0 0 0 0 0 0 0 0
"easily" 0.0161035310651754 0.00597732204017956 0.00872562279132673 0.0221802349461924 0.024247491638796 0.00213771136621133 0.00563069403934729 0.00360482841016768 0.00787523379600332 0.0131432134877335 0.0125221545811821
"play" 0.0117116589564912 0.013150108488395 0.0112186578745629 0.0147868232974616 0.00418060200668896 0.0106885568310567 0.00788297165508621 0.0159642401021711 0.00984404224500415 0.00699107100411355 0.00577945596054558
"temper" 0.0234233179129824 0.0119546440803591 0.0218140569783168 0.0197157643966155 0.0175585284280936 0.00427542273242267 0.0112613880786946 0.00978453425616941 0.0073127170962888 0.00419464260246813 0.00096324266009093
"whenever" 0.00878374421736839 0.00418412542812569 0.0174512455826535 0.0180727840302308 0.0125418060200669 0.0048098505739755 0.014639804502303 0.00978453425616941 0.0112503339942905 0.00782999952460717 0.00770594128072744
"caught" 0.0043918721086842 0.0113569118763412 0.0137116929577991 0.00903639201511542 0.00919732441471572 0.0122918403557152 0.0135136656944335 0.0221439459481729 0.00450013359771618 0.006711428163949 0.0096324266009093
"french" 0.0043918721086842 0.000597732204017956 0.000623258770809052 0.000821490183192311 0 0.0219115415036662 0.0675683284721675 0.0303835537428418 0.00618768369685975 0.00111857136065817 0.00192648532018186
"goes" 0.0043918721086842 0.00478185763214365 0.00373955262485431 0.00164298036638462 0.00418060200668896 0.003206567049317 0.00112613880786946 0.00360482841016768 0.0345947770324432 0.00755035668444263 0.00577945596054558
"imagine" 0.0234233179129824 0.013150108488395 0.0342792323944979 0.0221802349461924 0.0125418060200669 0.00587870625708117 0.00563069403934729 0.00411980389733449 0.00478139194757344 0.00419464260246813 0.00288972798027279
"churchill" 0 0 0.120288942766147 0 0 0 0 0 0 0 0
"dressed" 0.00731978684780699 0.00358639322410774 0.00498607016647242 0.00492894109915386 0.00250836120401338 0.0187049744543492 0.0135136656944335 0.0231738969225065 0.00984404224500415 0.0086689280451008 0.00674269862063651
"free" 0.00585582947824559 0.00657505424419751 0.00311629385404526 0.00575043128234618 0.00836120401337793 0.0122918403557152 0.0180182209259113 0.0113294607176698 0.0135004007931485 0.00894857088526534 0.014448639901364
"regret" 0.0175674884347368 0.0233115559567003 0.0162047280410354 0.0156083134806539 0.0192307692307692 0.00427542273242267 0.0135136656944335 0.00411980389733449 0.00506265029743071 0.006711428163949 0.00385297064036372
"touch" 0.00878374421736839 0.00896598306026934 0.00747910524970863 0 0.00418060200668896 0.0133606960388208 0.00788297165508621 0.0159642401021711 0.0101253005948614 0.0111857136065817 0.0154118825614549
"watch" 0.0102477015869298 0.00896598306026934 0.00623258770809052 0.00164298036638462 0.00250836120401338 0.0165672630881378 0.012387526886564 0.0164792155893379 0.0104065589447187 0.010346785086088 0.00770594128072744
"bent" 0.00878374421736839 0.0101614474683052 0.0012465175416181 0.00246447054957693 0.00418060200668896 0.019239402295902 0.0202704985416502 0.0180241420508384 0.00703145874643153 0.00810964236477171 0.0154118825614549
"favourite" 0.021959360543421 0.00657505424419751 0.0143349517286082 0.0172512938470385 0.0209030100334448 0.003206567049317 0.00675683284721675 0.00720965682033535 0.00843775049571784 0.00782999952460717 0.0125221545811821
"trees" 0.0117116589564912 0.0101614474683052 0.00186977631242716 0.00328596073276924 0.00334448160535117 0.0181705466127963 0.014639804502303 0.0164792155893379 0.0120941090438622 0.00727071384427809 0.00770594128072744
"delighted" 0.0161035310651754 0.0143455728964309 0.0186977631242716 0.0188942742134231 0.0167224080267559 0.003206567049317 0.00563069403934729 0.00257487743583405 0.00534390864728797 0.0125839278074044 0.00288972798027279
"joy" 0.0102477015869298 0.0143455728964309 0.0112186578745629 0.00985788219830773 0.020066889632107 0.0101541289895038 0.00788297165508621 0.00823960779466897 0.0073127170962888 0.010346785086088 0.00096324266009093
"office" 0.0029279147391228 0.000597732204017956 0.00436281139566337 0.00492894109915386 0.00501672240802676 0.0048098505739755 0.00337841642360837 0.0046347793845013 0.0188443094404365 0.0198546416516825 0.0096324266009093
"shoulder" 0.0014639573695614 0.0107591796723232 0.000623258770809052 0 0.00167224080267559 0.0133606960388208 0.00788297165508621 0.00875458328183579 0.0149066925424349 0.0153803562090498 0.0115589119210912
"showed" 0.014639573695614 0.00478185763214365 0 0.00575043128234618 0.00167224080267559 0.0144295517219265 0.014639804502303 0.0154492646150043 0.0104065589447187 0.0106264279262526 0.0183016105417277
"address" 0.00585582947824559 0.00657505424419751 0.00560932893728147 0.0156083134806539 0.0175585284280936 0.00855084546484534 0.0281534701967364 0.0113294607176698 0.00618768369685975 0.00810964236477171 0.0115589119210912
"allowed" 0.00731978684780699 0.00597732204017956 0.0249303508323621 0.0213587447630001 0.0142140468227425 0.0101541289895038 0.0112613880786946 0.0102995097433362 0.00337510019828714 0.00615214248361992 0.00866918394081837
"excellent" 0.0043918721086842 0.00836825085625138 0.0211907982075078 0.0156083134806539 0.0100334448160535 0.00587870625708117 0.0112613880786946 0.00926955876900259 0.0106878172945759 0.00727071384427809 0.00481621330045465
"prepared" 0.0029279147391228 0.00896598306026934 0.00934888156213578 0.00821490183192311 0.0100334448160535 0.0133606960388208 0.0157659433101724 0.0102995097433362 0.011812850694005 0.00782999952460717 0.00674269862063651
"pursued" 0.0029279147391228 0.00478185763214365 0.000623258770809052 0.00164298036638462 0.00250836120401338 0.00855084546484534 0.0112613880786946 0.0195690685123388 0.0115315923441477 0.013422856327898 0.0202280958619095
"ear" 0.0102477015869298 0.00896598306026934 0.00311629385404526 0.000821490183192311 0.00418060200668896 0.019239402295902 0.014639804502303 0.0267787253326742 0.00646894204671701 0.006711428163949 0.00770594128072744
"vain" 0.0322070621303508 0.0161387695084848 0.0155814692702263 0.0164298036638462 0.00585284280936455 0.00908527330639817 0.012387526886564 0.00772463230750216 0.00337510019828714 0.00755035668444263 0.00577945596054558
"breath" 0.0029279147391228 0.0119546440803591 0.00186977631242716 0.00164298036638462 0.00167224080267559 0.0106885568310567 0.00563069403934729 0.0154492646150043 0.00928152554528963 0.0148210705287207 0.0173383678816367
"journey" 0.0161035310651754 0.0125523762843771 0.00747910524970863 0.0172512938470385 0.0183946488294314 0.0101541289895038 0 0.00308985292300087 0.00787523379600332 0.0106264279262526 0.0096324266009093
"meeting" 0.0117116589564912 0.00597732204017956 0.024307092061553 0.0180727840302308 0.0209030100334448 0.00534427841552834 0.00900911046295566 0.00360482841016768 0.00900026719543236 0.00559285680329084 0.00674269862063651
"comfortable" 0.0117116589564912 0.00358639322410774 0.0211907982075078 0.00985788219830773 0.0250836120401338 0.00534427841552834 0.00337841642360837 0.00154492646150043 0.00815649214586058 0.0125839278074044 0.00674269862063651
"somewhat" 0.0336710194999122 0.0191274305285746 0.00249303508323621 0.00657192146553849 0.00250836120401338 0.016032835246585 0.0315318866203448 0.0242038478968401 0.00196880844900083 0.00111857136065817 0.00096324266009093
"wrote" 0.00731978684780699 0.00358639322410774 0.011841916645372 0.0172512938470385 0.0100334448160535 0.0080164176232925 0.00900911046295566 0.0102995097433362 0.00759397544614606 0.0131432134877335 0.00674269862063651
"mademoiselle" 0 0 0 0 0 0.009619701147951 0.0484239687383867 0.029868578255675 0.0188443094404365 0 0
"manners" 0.0161035310651754 0.00836825085625138 0.0330327148528798 0.0353240778772694 0.0284280936454849 0.00374099489086983 0.00337841642360837 0.0046347793845013 0.00140629174928631 0.00139821420082271 0.00192648532018186
"moved" 0.0029279147391228 0.0053795898361616 0.00436281139566337 0.0073934116487308 0.00752508361204013 0.0133606960388208 0.012387526886564 0.00978453425616941 0.00928152554528963 0.00978749940575896 0.0260075518224551
"pause" 0.014639573695614 0.0161387695084848 0.00685584647889957 0.0147868232974616 0.0142140468227425 0.0122918403557152 0.012387526886564 0.010814485230503 0.00506265029743071 0.006711428163949 0.00577945596054558
"quick" 0.0043918721086842 0.00657505424419751 0.0143349517286082 0.00821490183192311 0.00668896321070234 0.006413134098634 0.012387526886564 0.0185391175380052 0.00900026719543236 0.006711428163949 0.0154118825614549
"steps" 0.00731978684780699 0.00717278644821547 0.00436281139566337 0.00410745091596155 0.00167224080267559 0.0144295517219265 0.0202704985416502 0.0133893626663371 0.0126566257435768 0.00559285680329084 0.0183016105417277
"bless" 0.00878374421736839 0.00836825085625138 0.00311629385404526 0.00246447054957693 0.00418060200668896 0.006413134098634 0.00225227761573892 0.00257487743583405 0.0140629174928631 0.0195749988115179 0.0125221545811821
"died" 0.0014639573695614 0.00657505424419751 0.00249303508323621 0.00246447054957693 0.00668896321070234 0.012826268197268 0.00563069403934729 0.0102995097433362 0.0157504675920066 0.0114653564467462 0.0115589119210912
"ly" 0 0 0 0 0 0 0 0 0 0.0517339254304402 0
"broke" 0.00585582947824559 0.00657505424419751 0.00186977631242716 0.00164298036638462 0.00501672240802676 0.016032835246585 0.00788297165508621 0.0211139949738392 0.00506265029743071 0.0125839278074044 0.0163751252215458
"desk" 0.00731978684780699 0.00777051865223343 0 0 0 0.00587870625708117 0.0304057478124754 0.0324434556915091 0.00759397544614606 0.0106264279262526 0
"england" 0.0029279147391228 0.00239092881607182 0.00623258770809052 0.00410745091596155 0.00668896321070234 0.0197738301374548 0.0450455523147783 0.0128743871791703 0.00675020039657427 0.00699107100411355 0.00385297064036372
"father^s" 0.0248872752825438 0.0119546440803591 0.024307092061553 0.0156083134806539 0.00501672240802676 0.00427542273242267 0.00788297165508621 0.00514975487166811 0.00309384184842988 0.00559285680329084 0.0260075518224551
"rising" 0.00731978684780699 0.0053795898361616 0.00373955262485431 0.00575043128234618 0.00585284280936455 0.0176361187712435 0.0157659433101724 0.0113294607176698 0.0106878172945759 0.00978749940575896 0.00770594128072744
"seated" 0.0043918721086842 0.0239092881607182 0.00747910524970863 0.0123223527478847 0.00836120401337793 0.009619701147951 0.0191443597337808 0.0128743871791703 0.00703145874643153 0.00475392828279721 0.00192648532018186
"highly" 0.0117116589564912 0.00717278644821547 0.0149582104994173 0.0230017251293847 0.0125418060200669 0.00106885568310567 0.00450455523147783 0.00360482841016768 0.00956278389514689 0.006711428163949 0.0240810665022733
"mouth" 0.00731978684780699 0.00657505424419751 0.00311629385404526 0.000821490183192311 0.00250836120401338 0.0106885568310567 0.014639804502303 0.010814485230503 0.0123753673937195 0.0125839278074044 0.014448639901364
"sea" 0.0161035310651754 0.0053795898361616 0.00747910524970863 0 0 0.00855084546484534 0.00675683284721675 0.00669468133316854 0.0036563585481444 0.0260067841353024 0.0096324266009093
"evil" 0.0161035310651754 0.0215183593446464 0.0205675394366987 0.0123223527478847 0.0108695652173913 0.00694756194018684 0.0101352492708251 0.00875458328183579 0.00253132514871535 0.0053132139631263 0.00674269862063651
"i^ve" 0.0351349768694736 0.0328752712209876 0 0 0.000836120401337793 0.00748198978173967 0.0101352492708251 0.00102995097433362 0.0101253005948614 0.0086689280451008 0.0096324266009093
"spite" 0.0190314458042982 0.0215183593446464 0.0149582104994173 0.0188942742134231 0.0292642140468227 0.0048098505739755 0.00337841642360837 0.00514975487166811 0.00140629174928631 0.00475392828279721 0.00674269862063651
"sudden" 0.0029279147391228 0.0173342339165207 0.012465175416181 0.00657192146553849 0.0100334448160535 0.00908527330639817 0.00675683284721675 0.0169941910765048 0.00703145874643153 0.00755035668444263 0.00288972798027279
"summerson" 0 0 0 0 0 0 0 0 0.0511890196740216 0 0
"welcome" 0.0102477015869298 0.0119546440803591 0.00997214033294484 0.00985788219830773 0.0142140468227425 0.006413134098634 0.00112613880786946 0.0118444362048366 0.0104065589447187 0.00922821372542988 0.00385297064036372
"cut" 0.0131756163260526 0.00478185763214365 0.00997214033294484 0 0.00585284280936455 0.0133606960388208 0.0191443597337808 0.00926955876900259 0.00703145874643153 0.0114653564467462 0.014448639901364
"drawing-room" 0.00731978684780699 0.013747840692413 0.00934888156213578 0.0139653331142693 0.0125418060200669 0.0138951238803737 0.00112613880786946 0.00926955876900259 0.00787523379600332 0.00755035668444263 0.00577945596054558
"features" 0.00585582947824559 0.0101614474683052 0.00436281139566337 0.00657192146553849 0.00418060200668896 0.0240492528698775 0.0495501075462562 0.0123594116920035 0.00196880844900083 0.00279642840164542 0.0096324266009093
"inquired" 0.0014639573695614 0.00418412542812569 0.0012465175416181 0.00657192146553849 0.00334448160535117 0.0138951238803737 0.00788297165508621 0.0169941910765048 0.00646894204671701 0.0192953559713534 0.00096324266009093
"willoughby" 0 0 0 0 0.15133779264214 0 0 0 0 0 0
"listen" 0.0102477015869298 0.00836825085625138 0.0112186578745629 0.00985788219830773 0.00501672240802676 0.0181705466127963 0.0101352492708251 0.0169941910765048 0.00618768369685975 0.00643178532378446 0.00192648532018186
"rain" 0.0102477015869298 0.00896598306026934 0.0137116929577991 0.00328596073276924 0.00919732441471572 0.0176361187712435 0.00900911046295566 0.00823960779466897 0.00815649214586058 0.00475392828279721 0.0173383678816367
"raised" 0.0043918721086842 0.0107591796723232 0.00373955262485431 0.00492894109915386 0.0100334448160535 0.0101541289895038 0.0135136656944335 0.00823960779466897 0.00618768369685975 0.0123042849672398 0.0211913385220005
"summer" 0.0117116589564912 0.0107591796723232 0.0130884341869901 0.0156083134806539 0.00250836120401338 0.009619701147951 0.012387526886564 0.0175091665636716 0.00703145874643153 0.00391499976230359 0.00866918394081837
"windows" 0.0043918721086842 0.00717278644821547 0.00560932893728147 0.00492894109915386 0.00250836120401338 0.00908527330639817 0.00900911046295566 0.00978453425616941 0.0165942426415784 0.00950785656559442 0.0096324266009093
"equal" 0.0043918721086842 0.00298866102008978 0.035525749936116 0.0246447054957693 0.0175585284280936 0.00534427841552834 0.00563069403934729 0.00875458328183579 0.0036563585481444 0.00363535692213904 0.00481621330045465
"delightful" 0.0175674884347368 0.0101614474683052 0.0255536096031711 0.0156083134806539 0.0158862876254181 0.00267213920776417 0 0.00102995097433362 0.00590642534700249 0.0114653564467462 0.00096324266009093
"earnest" 0.0131756163260526 0.0107591796723232 0.00498607016647242 0.0123223527478847 0.0192307692307692 0.00587870625708117 0.00450455523147783 0.00926955876900259 0.00759397544614606 0.010346785086088 0.00770594128072744
"farther" 0.0043918721086842 0 0.0274233859155983 0.0123223527478847 0.0409698996655518 0.0106885568310567 0.00450455523147783 0.0046347793845013 0.00450013359771618 0.00447428544263267 0.00192648532018186
"mamma" 0.0849095274345611 0.0334730034250055 0 0.00903639201511542 0.00836120401337793 0.000534427841552834 0.00225227761573892 0.0205990194866724 0 0 0
"soft" 0.0102477015869298 0.0143455728964309 0.00560932893728147 0 0.00167224080267559 0.0197738301374548 0.0247750537731281 0.0169941910765048 0.00421887524785892 0.00727071384427809 0.00288972798027279
"hot" 0.0043918721086842 0.00358639322410774 0.00623258770809052 0.00164298036638462 0.00167224080267559 0.0106885568310567 0.00900911046295566 0.0211139949738392 0.00956278389514689 0.010346785086088 0.013485397241273
"jellyby" 0 0 0 0 0 0 0 0 0.0497827279247353 0 0
"somebody" 0.0102477015869298 0.0125523762843771 0.00997214033294484 0.00575043128234618 0.00250836120401338 0.0016032835246585 0.00225227761573892 0.00566473035883492 0.0120941090438622 0.016498927569708 0.00481621330045465
"story" 0.0043918721086842 0.00836825085625138 0.00872562279132673 0.0073934116487308 0.00836120401337793 0.00427542273242267 0.00112613880786946 0.00411980389733449 0.0149066925424349 0.0142617848483916 0.00577945596054558
"tired" 0.00878374421736839 0.00956371526428729 0.011841916645372 0.00328596073276924 0.00501672240802676 0.0154984074050322 0.012387526886564 0.0118444362048366 0.00787523379600332 0.00727071384427809 0.00866918394081837
"latter" 0.0175674884347368 0.0245070203647362 0.00311629385404526 0.0180727840302308 0.0209030100334448 0.00267213920776417 0.00563069403934729 0.00926955876900259 0.00393761689800166 0.006711428163949 0.00481621330045465
"liberty" 0.0131756163260526 0.00657505424419751 0.00560932893728147 0.00575043128234618 0.0158862876254181 0.0138951238803737 0.0135136656944335 0.00411980389733449 0.00984404224500415 0.00950785656559442 0.00577945596054558
