"ABronte_Agnes" "ABronte_Tenant" "Austen_Emma" "Austen_Pride" "Austen_Sense" "CBronte_Jane" "CBronte_Professor" "CBronte_Villette" "Dickens_Bleak" "Dickens_David" "Dickens_Hard"
"good" 0.139075950108333 0.130305620475914 0.195703254034042 0.151154193707385 0.123745819397993 0.104747856944355 0.115992297210554 0.118959337535533 0.169036268264214 0.149888562328194 0.158935038915003
"too" 0.222521520173333 0.209206271406285 0.158307727785499 0.1174730961965 0.157190635451505 0.134141388229761 0.126127546481379 0.146768013842541 0.117565990240335 0.114653564467462 0.110772905910457
"can" 0.121508461673596 0.188883376469674 0.176382232138962 0.173334428653578 0.174749163879599 0.122918403557152 0.100226353900382 0.0731265191776871 0.140066658228916 0.102349279500222 0.13485397241273
"own" 0.15664343854307 0.169158213737082 0.188847407555143 0.150332703524193 0.22742474916388 0.109557707518331 0.111487741979076 0.136983479586372 0.0880338635053228 0.112975707426475 0.112699391230639
"again" 0.117116589564912 0.119546440803591 0.136493670807182 0.145403762425039 0.122909698996656 0.130934821180444 0.100226353900382 0.0684917397931858 0.151598250573064 0.141499277123258 0.152192340294367
"come" 0.133220120630087 0.124328298435735 0.106577249808348 0.0747556066705003 0.0852842809364548 0.119177408666282 0.0720728837036453 0.100420219997528 0.167911234864785 0.159676061733953 0.170493950836095
"being" 0.0893013995432453 0.0549913627696519 0.223126639949641 0.143760782058654 0.137959866220736 0.0668034801941042 0.105857047939729 0.100420219997528 0.145691825226061 0.152405347889675 0.151229097634276
"might" 0.197634244890789 0.112373654355376 0.203182359283751 0.164298036638462 0.179765886287625 0.086577310331559 0.114866158402685 0.128743871791703 0.101534264298471 0.119407492750259 0.110772905910457
"sir" 0.0614862095215787 0.0376571288531312 0.0411350788733974 0.0624332539226156 0.100334448160535 0.168344770089143 0.0101352492708251 0.0128743871791703 0.291102392102266 0.122203921151905 0.230214995761732
"made" 0.117116589564912 0.0759119899102804 0.124028495391001 0.103507763082231 0.115384615384615 0.0876461660146647 0.112613880786946 0.124109092407201 0.110815789843761 0.174776775102839 0.140633428373276
"after" 0.133220120630087 0.136282942516094 0.100344662100257 0.164298036638462 0.168896321070234 0.101006862053486 0.117118436018424 0.0829110534338565 0.118409765289907 0.123881778192892 0.12425830315173
"thought" 0.140539907477894 0.116557779783501 0.140856482202846 0.0920069005175388 0.096989966555184 0.136279099595973 0.16666854356468 0.158097474560211 0.0973153890506124 0.125279992393715 0.0741696848270016
"down" 0.0556303800433331 0.0687392034620649 0.0436281139566337 0.0599687833730387 0.06438127090301 0.130934821180444 0.0867126882059483 0.107629876817863 0.169880043313786 0.170582132500371 0.158935038915003
"man" 0.0702699537389471 0.0908552950107293 0.136493670807182 0.119116076562885 0.0994983277591973 0.0753543256589495 0.093469521053165 0.084455979895357 0.1684737515645 0.10402713654121 0.177236649456731
"other" 0.121508461673596 0.115960047579483 0.137740188348801 0.172512938470385 0.155518394648829 0.0764231813420552 0.0912172434374261 0.0973303670745272 0.111378306543476 0.108221779143678 0.104993449949911
"its" 0.103940973238859 0.0956371526428729 0.0760375700387044 0.0862564692351926 0.111204013377926 0.170482481455354 0.154281016678116 0.211654925225559 0.0970341307007552 0.0729867812829454 0.111736148570548
"old" 0.0980851437606137 0.0663482746459931 0.0517304779771513 0.0106793723815 0.0359531772575251 0.0598559182539174 0.0731990225115148 0.0813661269723561 0.208693695594088 0.176174989303661 0.141596671033367
"may" 0.0819816126954383 0.123132834027699 0.138986705890419 0.158547605356116 0.146321070234114 0.0780264648667137 0.0596853568170813 0.067976764306019 0.137535333080201 0.100671422459235 0.128111273792094
"us" 0.0907653569128067 0.124328298435735 0.0922422980797397 0.100221802349462 0.0752508361204013 0.0662690523525514 0.0371625806596921 0.076216372100688 0.163411101267069 0.156040704811814 0.0606842875857286
"myself" 0.144931779586578 0.166169552716992 0.0641956533933324 0.0772200772200772 0.0861204013377926 0.099403578528827 0.106983186747599 0.0999052445103613 0.0981591641001842 0.154083204930663 0.0674269862063651
"dear" 0.0556303800433331 0.0508072373415262 0.150205363764982 0.124866507845231 0.0986622073578595 0.016032835246585 0.00788297165508621 0.0267787253326742 0.199412170048798 0.159676061733953 0.11366263389073
"over" 0.0893013995432453 0.0902575628067113 0.0816468989759858 0.0722911361209234 0.0819397993311037 0.136813527437525 0.140767350983682 0.109174803279364 0.126566257435768 0.117449992869108 0.12425830315173
"don^t" 0.111260760086666 0.154812640840651 0.00997214033294484 0.00492894109915386 0.020066889632107 0.0828363154406892 0.0495501075462562 0.0587072055370164 0.188161836054508 0.144295705524904 0.192648532018186
"nothing" 0.0951572290214909 0.117155511987519 0.158307727785499 0.145403762425039 0.156354515050167 0.0887150216977704 0.0720728837036453 0.0731265191776871 0.103784331097329 0.0922821372542988 0.105956692610002
"go" 0.131756163260526 0.114764583171448 0.0822701577467949 0.0854349790520003 0.0819397993311037 0.133072532546656 0.0731990225115148 0.0793062250236889 0.120097315389051 0.114933207307627 0.114625876550821
"here" 0.0453826784564033 0.0741187932982265 0.0966051094754031 0.0566828226402694 0.0510033444816054 0.10367900126125 0.0574330792013424 0.0880608083055247 0.167348718165071 0.11577213582812 0.168567465515913
"our" 0.178602799086491 0.13150108488395 0.0617026183100962 0.0616117637394233 0.0618729096989967 0.0534427841552834 0.101352492708251 0.0741564701520208 0.129097582584483 0.166387489897902 0.0452724050242737
"long" 0.124436376412719 0.10818952892725 0.0897492629965035 0.0936498808839234 0.0852842809364548 0.127728254131127 0.112613880786946 0.120504263997034 0.0919714804033245 0.10710320778302 0.0992139939893658
"day" 0.0966211863910523 0.0842802407665318 0.0966051094754031 0.106793723815 0.117892976588629 0.113833130250754 0.0945956598610345 0.115869484612532 0.106878172945759 0.103747493701045 0.08283886876782
"first" 0.0644141242607015 0.0866711695826036 0.129014565557474 0.119116076562885 0.133779264214047 0.0972658671626157 0.14527190621516 0.104025048407696 0.0863463134061793 0.105145707901868 0.0751329274870925
"though" 0.124436376412719 0.114764583171448 0.110316802433202 0.185656781401462 0.180602006688963 0.0726821864511854 0.106983186747599 0.076216372100688 0.0900026719543236 0.0782999952460717 0.096324266009093
"every" 0.0731978684780699 0.0567845593817058 0.271117565301938 0.162655056272078 0.315217391304348 0.0550460676799419 0.0574330792013424 0.0448028673835125 0.068908295715029 0.059843567795212 0.0799491407875472
"where" 0.0731978684780699 0.0759119899102804 0.0536002542895785 0.0731126263041157 0.0760869565217391 0.12452168708181 0.0957217986689039 0.0978453425616941 0.127128774135482 0.111018207545323 0.127148031132003
"two" 0.0893013995432453 0.0729233288901906 0.110940061204011 0.110901174730962 0.126254180602007 0.104213429102803 0.122749130057771 0.0865158818440242 0.109690756444332 0.0892060660124888 0.0924712953687293
"hand" 0.0556303800433331 0.129110156067878 0.0324094560820707 0.0197157643966155 0.0326086956521739 0.0972658671626157 0.102478631516121 0.115869484612532 0.117003473540621 0.13730463452079 0.136780457732912
"great" 0.0805176553258769 0.0358639322410774 0.165163574264399 0.115830115830116 0.124581939799331 0.0635969131447872 0.0326580254282143 0.0695216907675195 0.131066391033484 0.108221779143678 0.100177236649457
"quite" 0.0805176553258769 0.0621641492178674 0.175758973368153 0.0788630575864618 0.0777591973244147 0.0753543256589495 0.0529285239698645 0.0901207102541919 0.119253540339479 0.114094278787133 0.0818756261077291
"ever" 0.0746618258476313 0.0699346678701008 0.120288942766147 0.106793723815 0.141304347826087 0.0839051711237949 0.0619376344328202 0.0617970584600173 0.0942215472021826 0.128915349315854 0.115589119210912
"shall" 0.106868887977982 0.147639854392435 0.136493670807182 0.133081409677154 0.107023411371237 0.128797109814233 0.0788297165508621 0.0669468133316854 0.0824086965081776 0.0685124958403128 0.0789858981274563
"without" 0.117116589564912 0.11117818994734 0.133377376953137 0.140474821325885 0.146321070234114 0.0753543256589495 0.0686944672800369 0.0715815927161867 0.0866275717560365 0.0906042802133116 0.0799491407875472
"way" 0.0658780816302629 0.0669460068500111 0.0966051094754031 0.0887209397847696 0.0618729096989967 0.0780264648667137 0.0675683284721675 0.0798212005108557 0.131066391033484 0.117729635709272 0.130037759112276
"away" 0.0775897405867541 0.127914691659843 0.0860097103716492 0.0961143514335004 0.0936454849498328 0.0785608927082665 0.0608114956249507 0.0643719358958514 0.093659030502468 0.124441063873221 0.120405332511366
"still" 0.0980851437606137 0.115362315375465 0.071674758643041 0.0591472931898464 0.0836120401337793 0.130934821180444 0.118244574826293 0.118444362048367 0.0866275717560365 0.0791389237665653 0.0751329274870925
"make" 0.128828248521403 0.109982725539304 0.0947353331629759 0.137188860593116 0.116220735785953 0.0796297483913722 0.0563069403934729 0.0710666172290199 0.0891588969047519 0.0858503519305144 0.0905448100485474
"yet" 0.0951572290214909 0.0836825085625138 0.0679352060181867 0.0599687833730387 0.0652173913043478 0.13200367686355 0.139641212175813 0.167367033329214 0.0776273045606041 0.0573267822337311 0.0992139939893658
"came" 0.0849095274345611 0.0621641492178674 0.0741677937262772 0.073934116487308 0.0744147157190636 0.092990444430193 0.0563069403934729 0.0926955876900259 0.0897214136044664 0.129194992156018 0.0809123834476381
"face" 0.0527024653042103 0.0974303492549268 0.0199442806658897 0.0221802349461924 0.0209030100334448 0.102610145578144 0.108109325555468 0.0700366662546863 0.105471881196473 0.124441063873221 0.148339369654003
"young" 0.0980851437606137 0.0549913627696519 0.119665683995338 0.105972233631808 0.0861204013377926 0.0432886551657795 0.0653160508564286 0.0576772545626828 0.120097315389051 0.0802574951272235 0.12425830315173
"house" 0.0834455700649997 0.0340707356290235 0.0573398069144328 0.0870779594183849 0.123745819397993 0.089783877380876 0.081081994166601 0.054587401639682 0.111659564893333 0.10654392210269 0.0760961701471835
"last" 0.0849095274345611 0.101016742479035 0.0741677937262772 0.097757331799885 0.0852842809364548 0.0924560165886402 0.0923433822452955 0.0880608083055247 0.0829712132078921 0.0741053526436036 0.0982507513292749
"went" 0.0775897405867541 0.0579800237897417 0.0286699034572164 0.0550398422738848 0.0409698996655518 0.076957609183608 0.0630637732406897 0.0731265191776871 0.0883151218551801 0.154083204930663 0.123295060491639
"always" 0.0688059963693857 0.0591754881977776 0.148335587452554 0.097757331799885 0.103678929765886 0.0464952222150965 0.0686944672800369 0.0674617888188522 0.0801586297093195 0.0995528510985769 0.0915080527086384
"these" 0.0893013995432453 0.0645550780339392 0.0411350788733974 0.0566828226402694 0.0535117056856187 0.0849740268069005 0.0900911046295566 0.140588307996539 0.1026592976979 0.0805371379673881 0.104993449949911
